Time,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,DANAPOINT,TUCKER
10/25/2021 13:26,,,,,,,0.01
10/25/2021 13:26,,,0.01,,,,
10/25/2021 13:27,,,,,0.01,,
10/25/2021 13:27,0.01,,,,,,
10/25/2021 13:28,,0.01,,,,,
10/25/2021 13:28,,,,0.01,,,
10/25/2021 13:29,,,,,,,0.01
10/25/2021 13:29,,0.01,,,,,
10/25/2021 13:33,,,,,,,0.01
10/25/2021 13:34,,0.01,,,,,
10/25/2021 13:34,,,0.01,,,,
10/25/2021 13:35,,0.01,,,,,
10/25/2021 13:35,0.01,,,,,,
10/25/2021 13:38,0.01,,,,,,
10/25/2021 13:38,,,,,,0.01,
10/25/2021 13:39,,0.01,,,,,
10/25/2021 13:39,,,,,,,0.01
10/25/2021 13:40,,,,,,0.01,
10/25/2021 13:41,0.01,,,,,,
10/25/2021 13:44,,,0.01,,,,
10/25/2021 13:44,,0.01,,,,,
10/25/2021 13:45,,,,,,,0.01
10/25/2021 13:46,0.01,,,,,,
10/25/2021 13:47,,,0.01,,,,
10/25/2021 13:49,0.01,,,,,,
10/25/2021 13:50,,,0.01,,,,
10/25/2021 13:50,,,,,,,0.01
10/25/2021 13:51,0.01,,,,,,
10/25/2021 13:53,,,0.01,,,,
10/25/2021 13:54,0.01,,,,,,
10/25/2021 13:54,,,,,,,0.01
10/25/2021 13:56,,0.01,,,,,
10/25/2021 13:57,,,,,,,0.01
10/25/2021 13:57,,,0.01,,,,
10/25/2021 13:57,,,,0.01,,,
10/25/2021 13:58,,,,,,,0.01
10/25/2021 13:58,0.01,,,,,,
10/25/2021 13:58,,0.01,,,,,
10/25/2021 13:59,,,,,,,0.01
10/25/2021 13:59,,,0.01,,,,
10/25/2021 14:00,,,,,,,0.01
10/25/2021 14:01,,,,,,,0.01
10/25/2021 14:02,,,,,,,0.01
10/25/2021 14:02,,,0.01,,,,
10/25/2021 14:02,0.01,,,,,,
10/25/2021 14:03,,,,,,,0.01
10/25/2021 14:04,,,,,,,0.01
10/25/2021 14:04,,,0.01,,,,
10/25/2021 14:05,,,,,,,0.01
10/25/2021 14:06,,,,,0.01,,
10/25/2021 14:06,,,,,,,0.01
10/25/2021 14:06,0.01,,,,,,
10/25/2021 14:06,,,,,,,0.01
10/25/2021 14:07,,0.01,,,,,
10/25/2021 14:07,,,,,,,0.01
10/25/2021 14:08,,,0.01,,,,
10/25/2021 14:08,,,,,,,0.01
10/25/2021 14:09,,,,,,,0.01
10/25/2021 14:10,0.01,,,,,,
10/25/2021 14:10,,,,0.01,,,
10/25/2021 14:10,,,,,0.01,,
10/25/2021 14:10,,,,,,,0.01
10/25/2021 14:10,,,,,,,0.01
10/25/2021 14:11,,,,,0.01,,0.01
10/25/2021 14:12,,,0.01,,,,
10/25/2021 14:13,,,,,,,0.01
10/25/2021 14:13,,,,,0.01,,
10/25/2021 14:13,0.01,,,,,,
10/25/2021 14:13,,,,,,,0.01
10/25/2021 14:14,,,0.01,,,,
10/25/2021 14:14,,0.01,,,,,
10/25/2021 14:15,,,,,0.01,,
10/25/2021 14:16,,,,,0.01,,
10/25/2021 14:16,,,,,,,0.01
10/25/2021 14:16,,0.01,,,,,
10/25/2021 14:16,,,,,0.01,,
10/25/2021 14:17,,,,,,,0.01
10/25/2021 14:17,,,,,0.01,,
10/25/2021 14:17,0.01,,,,,,
10/25/2021 14:17,,,,,0.01,,
10/25/2021 14:18,,0.01,,,,,
10/25/2021 14:18,,,,,0.01,,
10/25/2021 14:18,,,0.01,,,,
10/25/2021 14:19,,0.01,,,,,
10/25/2021 14:19,0.01,,,,,,
10/25/2021 14:19,,,,,,,0.01
10/25/2021 14:20,,,,,0.01,,
10/25/2021 14:20,,0.01,,,,,
10/25/2021 14:21,,,,,,,0.01
10/25/2021 14:21,,,,,0.01,,
10/25/2021 14:21,,,,,,,0.01
10/25/2021 14:21,0.01,,,,,,
10/25/2021 14:21,,0.01,,,,,
10/25/2021 14:21,,,0.01,,,,
10/25/2021 14:21,,,,,,,0.01
10/25/2021 14:22,,,,,,,0.01
10/25/2021 14:22,,,,,,,0.01
10/25/2021 14:22,0.01,,,,,,
10/25/2021 14:22,,,,,,,0.01
10/25/2021 14:23,,0.01,,,,,
10/25/2021 14:23,,,,,0.01,,
10/25/2021 14:23,,,0.01,,,,
10/25/2021 14:23,,,,,,,0.01
10/25/2021 14:23,,,0.01,,,,
10/25/2021 14:23,,,,,,,0.01
10/25/2021 14:23,,,0.01,,,,
10/25/2021 14:23,0.01,,,,,,
10/25/2021 14:24,,,,,,,0.01
10/25/2021 14:24,,,0.01,,,,
10/25/2021 14:25,0.01,0.01,,,,,
10/25/2021 14:25,,,0.01,,,,
10/25/2021 14:25,,,,,,,0.01
10/25/2021 14:25,,0.01,,,,,
10/25/2021 14:25,0.01,,,,,,
10/25/2021 14:26,,0.01,,,,,
10/25/2021 14:26,0.01,,,,,,
10/25/2021 14:26,,,,,0.01,,
10/25/2021 14:26,,,0.01,,,,
10/25/2021 14:26,,,,,,,0.01
10/25/2021 14:26,,0.01,,,,,
10/25/2021 14:26,,,,,,0.01,
10/25/2021 14:27,0.01,,,,,,
10/25/2021 14:27,,0.01,,,,,
10/25/2021 14:28,,,,,,,0.01
10/25/2021 14:28,,0.01,,,,,
10/25/2021 14:29,,,0.01,,,,
10/25/2021 14:29,0.01,,,,,,
10/25/2021 14:30,,,,,,,0.01
10/25/2021 14:30,,0.01,,,,,
10/25/2021 14:30,0.01,,,,,,
10/25/2021 14:31,,,,,,0.01,
10/25/2021 14:31,,0.01,,,,,
10/25/2021 14:32,0.01,,,,,,
10/25/2021 14:33,,,,,,0.01,
10/25/2021 14:33,,,,,,,0.01
10/25/2021 14:34,0.01,,,,,,
10/25/2021 14:34,,,,,0.01,,
10/25/2021 14:36,0.01,,,,,,
10/25/2021 14:36,,,,,,0.01,
10/25/2021 14:37,,0.01,,,,,
10/25/2021 14:38,0.01,,,,,,
10/25/2021 14:38,,,,,,0.01,
10/25/2021 14:38,,,,,,,0.01
10/25/2021 14:40,0.01,,,,,,
10/25/2021 14:40,,,0.01,,,,
10/25/2021 14:40,0.01,,,,,,
10/25/2021 14:40,,,,0.01,,,
10/25/2021 14:41,,,,,0.01,,
10/25/2021 14:41,0.01,,,,,,
10/25/2021 14:41,,,,0.01,,,
10/25/2021 14:41,0.01,,,,,0.01,
10/25/2021 14:41,0.01,,,,,,
10/25/2021 14:42,0.01,,,,,,
10/25/2021 14:42,,,,0.01,,,
10/25/2021 14:42,0.01,,,,,,
10/25/2021 14:43,,,,0.01,,,
10/25/2021 14:43,0.01,,,,,,
10/25/2021 14:44,0.01,,,,,,
10/25/2021 14:44,,,,,,,0.01
10/25/2021 14:45,0.01,,,,,,
10/25/2021 14:47,0.01,,,,,,
10/25/2021 14:47,,,,0.01,,,
10/25/2021 14:48,,,,,,,0.01
10/25/2021 14:50,0.01,,,,,,
10/25/2021 14:50,,,,,0.01,,
10/25/2021 14:51,,,0.01,,,,
10/25/2021 14:52,,,,,,,0.01
10/25/2021 14:53,,0.01,,,,,
10/25/2021 14:53,0.01,,,,,,
10/25/2021 14:55,,,,,,,0.01
10/25/2021 14:55,,,,,,0.01,
10/25/2021 14:56,,,0.01,,,,
10/25/2021 14:57,0.01,,,,,,
10/25/2021 14:58,,,,,,,0.01
10/25/2021 14:58,,,,,0.01,,
10/25/2021 15:00,,,0.01,,,,
10/25/2021 15:00,,,,,,,0.01
10/25/2021 15:01,,,,,,0.01,
10/25/2021 15:02,0.01,,,,,,
10/25/2021 15:02,,,,,,,0.01
10/25/2021 15:04,,0.01,,,,,
10/25/2021 15:04,,,,,,,0.01
10/25/2021 15:06,,,,,0.01,,
10/25/2021 15:06,,,0.01,,,,
10/25/2021 15:07,0.01,,,,,,
10/25/2021 15:07,,,,,,,0.01
10/25/2021 15:09,,,,,,,0.01
10/25/2021 15:10,0.01,,,,,,
10/25/2021 15:11,,,0.01,,,,
10/25/2021 15:12,,,,,,,0.01
10/25/2021 15:14,,,,,,,0.01
10/25/2021 15:14,,,,,0.01,,
10/25/2021 15:14,,0.01,,,,,
10/25/2021 15:15,,,,,,,0.01
10/25/2021 15:15,,,0.01,,,,
10/25/2021 15:15,,,,,,,0.01
10/25/2021 15:16,0.01,,,,,,
10/25/2021 15:17,,,0.01,,,,
10/25/2021 15:18,,,,,,,0.01
10/25/2021 15:18,0.01,,,,,,
10/25/2021 15:18,,,,0.01,,,
10/25/2021 15:19,,,,,,0.01,
10/25/2021 15:20,,,0.01,,,,
10/25/2021 15:20,,,,,,,0.01
10/25/2021 15:21,,0.01,,,,,
10/25/2021 15:22,0.01,,,,,,
10/25/2021 15:23,,,,,,,0.01
10/25/2021 15:24,0.01,,,,,,
10/25/2021 15:26,0.01,,,,,,
10/25/2021 15:27,,,,,,,0.01
10/25/2021 15:27,0.01,,,,,,
10/25/2021 15:29,,,0.01,,,,
10/25/2021 15:30,0.01,,,,,,
10/25/2021 15:30,,,,,,0.01,
10/25/2021 15:31,,,,,,,0.01
10/25/2021 15:31,,,,0.01,,,
10/25/2021 15:32,0.01,,,,,,
10/25/2021 15:36,0.01,,,,,,
10/25/2021 15:39,0.01,,,,,,
10/25/2021 15:43,0.01,,,,,,
10/25/2021 15:47,,,,,,,0.01
10/25/2021 16:04,0.01,,,,,,
10/25/2021 16:38,,0.01,,,,,
10/25/2021 16:50,,,,,0.01,,
10/25/2021 16:50,,,0.01,,,,
10/25/2021 17:01,0.01,,,,,,
10/25/2021 17:02,,,,,,,0.01
10/25/2021 17:10,0.01,,,,,,
10/25/2021 17:37,,,0.01,,,,
10/25/2021 17:50,,,,0.01,,,
10/25/2021 18:04,,,,,,0.01,
10/25/2021 18:05,0.01,,,,,,
10/25/2021 18:10,,0.01,,,,,
10/25/2021 18:23,,0.01,,,,,
10/25/2021 18:29,,0.01,,,,,
10/25/2021 19:32,,0.01,,,,,
10/26/2021 0:00,,,0.01,,,,
10/26/2021 3:01,,,,,,,0.01
10/26/2021 8:33,,,,,0.01,,
10/26/2021 12:00,,0.01,,,,,
10/26/2021 13:24,0.01,,,,,,
11/4/2021 10:18,,,0.01,,,,
11/5/2021 1:43,,,,0.01,,,
11/8/2021 0:07,,,,,,0.01,
11/8/2021 0:46,,,,,,0.01,
11/20/2021 11:15,,,,,,0.01,
11/20/2021 11:15,,,,,,0.01,
11/20/2021 11:27,,,,,,0.01,
11/20/2021 11:27,,,,,,0.01,
11/20/2021 11:27,,,,,,0.02,
11/20/2021 11:27,,,,,,0.01,
11/20/2021 11:27,,,,,,0.01,
11/24/2021 5:42,,,,,,0.02,
11/24/2021 5:42,,,,,,0.01,
11/24/2021 5:42,,,,,,0.02,
12/1/2021 6:42,,0.01,,,,,
12/7/2021 6:28,,,,,,,0.01
12/7/2021 8:00,,0.01,,,,,
12/7/2021 10:05,,,,,,,0.01
12/9/2021 5:12,,,,,,,0.01
12/9/2021 5:18,,,,,,,0.01
12/9/2021 6:59,,,0.01,,,,
12/9/2021 7:02,,,,,,,0.01
12/9/2021 7:14,,,,,,,0.01
12/9/2021 7:14,,,0.01,,,,
12/9/2021 7:15,,,,,,,0.01
12/9/2021 7:16,,,,,,,0.01
12/9/2021 7:19,,,,,,,0.01
12/9/2021 7:21,,,,,,,0.01
12/9/2021 7:25,0.01,,,,,,
12/9/2021 7:27,0.01,,,,,,
12/9/2021 7:29,0.01,,,,,,
12/9/2021 7:29,0.01,,,,,,
12/9/2021 7:30,0.01,,,,,,
12/9/2021 7:32,,,,,,,0.01
12/9/2021 7:44,0.01,,,,,,
12/9/2021 7:48,,,,,,,0.01
12/9/2021 7:56,,,,,,,0.01
12/9/2021 8:01,,,,,,,0.01
12/9/2021 8:23,,,,,,0.01,
12/9/2021 8:24,,,,,,0.01,
12/9/2021 8:24,,,,,,0.01,
12/9/2021 8:25,,,,,,0.01,
12/9/2021 8:25,,,,,,0.01,
12/9/2021 8:25,,,,,,0.01,
12/9/2021 8:26,,,,,,0.01,
12/9/2021 8:32,,,,0.01,,,
12/9/2021 8:33,,,,0.01,,,
12/9/2021 8:37,,0.01,,,,,
12/9/2021 8:44,,,,0.01,,,
12/9/2021 8:49,,,0.01,,,,
12/9/2021 8:50,,,0.01,,,,
12/9/2021 8:51,,,0.01,,,,
12/9/2021 8:52,,,0.01,,,,
12/9/2021 8:53,,,0.01,,,,
12/9/2021 8:58,,,,,,,0.01
12/9/2021 9:00,0.01,,,,,,
12/9/2021 9:02,,,,,,,0.01
12/9/2021 9:04,0.01,,,,,,
12/9/2021 9:06,,,,,,,0.01
12/9/2021 9:07,0.01,,,,,,
12/9/2021 9:08,,,0.01,,,,
12/9/2021 9:09,,,,,,,0.01
12/9/2021 9:10,0.01,,,,,,
12/9/2021 9:11,,,,,,,0.01
12/9/2021 9:13,,,,,,,0.01
12/9/2021 9:15,0.01,,,,,,
12/9/2021 9:16,,,0.01,,,,
12/9/2021 9:16,,,,,,,0.01
12/9/2021 9:18,,,,,,,0.01
12/9/2021 9:20,,,,,,,0.01
12/9/2021 9:23,,,,,,,0.01
12/9/2021 9:25,0.01,,,,,,
12/9/2021 9:28,,,,,,,0.01
12/9/2021 9:30,0.01,,,,,,
12/9/2021 9:33,0.01,,,,,,
12/9/2021 9:37,,,,,,,0.01
12/9/2021 9:39,,,0.01,,,,
12/9/2021 9:42,0.01,,,,,,
12/9/2021 10:04,,0.01,,,,,
12/9/2021 12:21,0.01,,,,,,
12/9/2021 12:53,,,,,,,0.01
12/9/2021 13:12,,0.01,,,,,
12/9/2021 13:27,0.01,,,,,,
12/9/2021 13:46,,,0.01,,,,
12/9/2021 13:49,,,,,0.01,,
12/9/2021 13:54,,,,0.01,,,
12/9/2021 14:03,,,,,,,0.01
12/9/2021 14:09,,,,,,,0.01
12/9/2021 14:09,,,0.01,,,,
12/9/2021 14:10,,,0.01,,,,
12/9/2021 14:11,,,0.01,,,,
12/9/2021 14:12,0.01,,,,,,
12/9/2021 14:14,,0.01,,,,,
12/9/2021 14:17,,,,,,,0.01
12/9/2021 14:21,0.01,,,,,,
12/9/2021 14:22,,,0.01,,,,
12/9/2021 14:22,,,,,,,0.01
12/9/2021 14:23,0.01,,,,,,
12/9/2021 14:25,,,,,,,0.01
12/9/2021 14:25,0.01,,,,,,
12/9/2021 14:35,0.01,,,,,,
12/9/2021 16:47,0.01,,,,,,
12/9/2021 16:51,,,,,,,0.01
12/9/2021 16:54,,,,,,,0.01
12/9/2021 17:03,,,,,,0.01,
12/9/2021 17:26,,,,,,,0.01
12/9/2021 18:13,,0.01,,,,,
12/9/2021 18:24,0.01,,,,,,
12/9/2021 20:29,,,,,0.01,,
12/9/2021 20:34,,,,,,,0.01
12/9/2021 20:38,0.01,,,,,,
12/9/2021 20:39,,0.01,,,,,
12/9/2021 20:42,,,0.01,,,,
12/9/2021 20:44,,0.01,,,,,
12/9/2021 20:47,,0.01,,,,,
12/9/2021 20:59,,0.01,,,,,
12/9/2021 21:01,0.01,,,,,,
12/9/2021 21:06,,0.01,,,,,
12/9/2021 21:19,0.01,,,,,,
12/9/2021 23:15,,0.01,,,,,
12/10/2021 5:04,0.01,,,,,,
12/10/2021 8:03,,0.01,,,,,
12/10/2021 14:34,,,,0.01,,,
12/13/2021 12:15,,,,,,,0.01
12/13/2021 20:49,,0.01,,,,,
12/13/2021 21:26,0.01,,,,,,
12/13/2021 21:38,,,,,,,0.01
12/13/2021 21:48,,,,,,,0.01
12/14/2021 0:46,,,,,0.01,,
12/14/2021 1:13,,,,,0.01,,
12/14/2021 1:24,,0.01,,,,,
12/14/2021 1:31,,0.01,,,,,
12/14/2021 1:32,,,,0.01,,,
12/14/2021 1:34,,,,,,,0.01
12/14/2021 1:42,0.01,,,,,,
12/14/2021 1:46,,,0.01,,,,
12/14/2021 1:55,,0.01,,,,,
12/14/2021 1:55,0.01,,,,,,
12/14/2021 1:59,,,,,,,0.01
12/14/2021 2:03,0.01,,,,,,
12/14/2021 2:06,,,,,,,0.01
12/14/2021 3:39,0.01,,,,,,
12/14/2021 3:45,,,,,0.01,,
12/14/2021 3:47,,,,,0.01,,
12/14/2021 3:54,,,,,,,0.01
12/14/2021 4:00,,,0.01,,,,
12/14/2021 4:04,,,0.01,,,,
12/14/2021 4:07,,,,,,,0.01
12/14/2021 4:11,,,0.01,,,,
12/14/2021 4:13,0.01,,,,,,
12/14/2021 4:13,,,,,,,0.01
12/14/2021 4:17,,,,,,,0.01
12/14/2021 4:17,,,0.01,,,,
12/14/2021 4:19,,,,,,,0.01
12/14/2021 4:20,,,,0.01,,,
12/14/2021 4:22,,,,0.01,,,
12/14/2021 4:24,,,,,,,0.01
12/14/2021 4:25,0.01,,,,,,
12/14/2021 4:28,,,0.01,,,,
12/14/2021 4:29,,,,0.01,,,
12/14/2021 4:31,,,0.01,,,,
12/14/2021 4:34,,,,,,,0.01
12/14/2021 4:37,,0.01,,,,,
12/14/2021 4:37,0.01,,,,,,
12/14/2021 4:43,,,,,,,0.01
12/14/2021 4:43,0.01,,,,,,
12/14/2021 4:45,,,,,,,0.01
12/14/2021 4:47,0.01,,,,,,
12/14/2021 4:47,,,0.01,,,,
12/14/2021 4:47,,,,,,,0.01
12/14/2021 4:48,,,,0.01,,,
12/14/2021 4:49,0.01,,,,,,
12/14/2021 4:50,,0.01,,,,,
12/14/2021 4:50,,,,,,,0.01
12/14/2021 4:51,0.01,,,,,,
12/14/2021 4:51,,,,,,,0.01
12/14/2021 4:53,,0.01,,,,,
12/14/2021 4:53,0.01,,,,,,
12/14/2021 4:54,,,,,,,0.01
12/14/2021 4:55,,,,,,,0.01
12/14/2021 4:55,,0.01,,,,,
12/14/2021 4:56,,,,,,,0.01
12/14/2021 4:57,,,,,,,0.01
12/14/2021 4:58,,,,,,,0.01
12/14/2021 4:59,,,0.01,,,,
12/14/2021 5:00,,,,,,,0.01
12/14/2021 5:00,0.01,,,,,,
12/14/2021 5:01,,,0.01,,,,
12/14/2021 5:01,,,,,,,0.01
12/14/2021 5:02,,,0.01,,,,
12/14/2021 5:03,,,0.01,,,,
12/14/2021 5:04,,,,,,,0.01
12/14/2021 5:05,0.01,,,,,,
12/14/2021 5:06,,,,,,,0.01
12/14/2021 5:06,,,0.01,,,,
12/14/2021 5:08,,,,,,,0.01
12/14/2021 5:09,0.01,,,,,,
12/14/2021 5:10,,,,,,,0.01
12/14/2021 5:11,,,0.01,,,,
12/14/2021 5:12,,,,,,,0.01
12/14/2021 5:15,0.01,,,,,,
12/14/2021 5:16,,,,,,,0.01
12/14/2021 5:18,,,,,,,0.01
12/14/2021 5:20,,,,,,,0.01
12/14/2021 5:22,0.01,,,,,,
12/14/2021 5:25,,,,,,,0.01
12/14/2021 5:25,0.01,,,,,,
12/14/2021 5:27,0.01,,,,,,
12/14/2021 5:28,,,,,,,0.01
12/14/2021 5:30,,,,,,,0.01
12/14/2021 5:31,,,,,,,0.01
12/14/2021 5:36,,,,,,,0.01
12/14/2021 5:38,,,,,,,0.01
12/14/2021 5:40,,,,,,,0.01
12/14/2021 5:41,,,,,,,0.01
12/14/2021 5:43,,,,,,,0.01
12/14/2021 5:50,,,,,,,0.01
12/14/2021 5:54,0.01,,,,,,
12/14/2021 5:54,,,,,,,0.01
12/14/2021 5:55,,,,,,0.01,
12/14/2021 5:56,,,0.01,,,,
12/14/2021 5:57,,,,,0.01,,
12/14/2021 5:59,,,,,,0.01,
12/14/2021 6:00,,,,,,,0.01
12/14/2021 6:00,,,,0.01,,,
12/14/2021 6:01,,0.01,,,,,
12/14/2021 6:04,,,,0.01,,,
12/14/2021 6:06,0.01,,,,,,
12/14/2021 6:07,,,,,,,0.01
12/14/2021 6:11,,,0.01,,,,
12/14/2021 6:14,,0.01,,,,,
12/14/2021 6:15,,,,,0.01,,
12/14/2021 6:16,,,,,,,0.01
12/14/2021 6:20,,,,,0.01,,
12/14/2021 6:22,,,,,,0.01,
12/14/2021 6:23,,,,,0.01,,
12/14/2021 6:24,,,0.01,,,,
12/14/2021 6:24,0.01,,,,,,
12/14/2021 6:26,,,0.01,,,,
12/14/2021 6:29,0.01,,,,,,
12/14/2021 6:30,,,,,,,0.01
12/14/2021 6:32,,0.01,,,,,
12/14/2021 6:32,,,,,,,0.01
12/14/2021 6:33,,,,,0.01,,
12/14/2021 6:33,,,,,,,0.01
12/14/2021 6:34,,,0.01,,,,
12/14/2021 6:34,,,,,0.01,,
12/14/2021 6:34,0.01,,,,,,
12/14/2021 6:35,,0.01,,,,,
12/14/2021 6:36,,0.01,,,,,
12/14/2021 6:36,,,,,,,0.01
12/14/2021 6:36,0.01,,,,,,
12/14/2021 6:37,,,,,0.01,,
12/14/2021 6:37,,,0.01,,,,
12/14/2021 6:38,0.01,,,,,,
12/14/2021 6:38,,0.01,,,,,
12/14/2021 6:39,,0.01,,,,,
12/14/2021 6:39,,,,,,0.01,
12/14/2021 6:39,,,,,0.01,,
12/14/2021 6:39,,0.01,,,,,
12/14/2021 6:40,0.01,,,,,,
12/14/2021 6:40,,,0.01,,,,
12/14/2021 6:41,,0.01,,,,,
12/14/2021 6:41,,,0.01,,,,
12/14/2021 6:42,,,,,,,0.01
12/14/2021 6:42,,0.01,,,,,
12/14/2021 6:42,,,,,,,0.01
12/14/2021 6:43,,,,,,,0.01
12/14/2021 6:43,,,,,,0.01,
12/14/2021 6:43,,,0.01,,,,
12/14/2021 6:43,,0.01,,,,,
12/14/2021 6:44,,,,,0.01,,
12/14/2021 6:44,0.01,,,,,,
12/14/2021 6:45,,,,,,,0.01
12/14/2021 6:46,,0.01,,,,,
12/14/2021 6:46,,,0.01,,,,
12/14/2021 6:47,,0.01,,,,,
12/14/2021 6:47,0.01,,,,,,
12/14/2021 6:47,,,,,0.01,,
12/14/2021 6:49,,,,,,,0.01
12/14/2021 6:49,,0.01,0.01,,,,
12/14/2021 6:50,0.01,,,,,,
12/14/2021 6:50,,0.01,,,,,
12/14/2021 6:50,,,,,0.01,,
12/14/2021 6:51,,,0.01,,,,
12/14/2021 6:52,0.01,,,,,,
12/14/2021 6:52,,,,,,0.01,
12/14/2021 6:52,,,,0.01,,,
12/14/2021 6:52,,0.01,,,,,
12/14/2021 6:53,,,,,,,0.01
12/14/2021 6:54,,,,,0.01,,
12/14/2021 6:54,,0.01,,,,,
12/14/2021 6:54,,,,,,0.01,
12/14/2021 6:55,,,0.01,,,,
12/14/2021 6:55,,,,0.01,,,
12/14/2021 6:55,,0.01,,,,,
12/14/2021 6:56,,,,,,0.01,
12/14/2021 6:56,0.01,,,,,,
12/14/2021 6:56,,,0.01,,,,
12/14/2021 6:56,,0.01,,,,,
12/14/2021 6:57,,,,0.01,,,
12/14/2021 6:57,,,,,0.01,,
12/14/2021 6:58,,,,,,0.01,
12/14/2021 6:58,,0.01,,,,,
12/14/2021 6:58,,,,0.01,,,
12/14/2021 6:58,,,0.01,,,,
12/14/2021 6:58,,,,,,,0.01
12/14/2021 6:59,,0.01,,,,,
12/14/2021 6:59,,,,0.01,,,
12/14/2021 7:00,,,0.01,,,,
12/14/2021 7:00,0.01,,,,,,
12/14/2021 7:00,,0.01,,,,,
12/14/2021 7:01,,,,0.01,,,
12/14/2021 7:02,,0.01,,,,,
12/14/2021 7:02,,,0.01,,,,
12/14/2021 7:02,,,,,0.01,,
12/14/2021 7:02,,,,,,0.01,
12/14/2021 7:03,,,,0.01,,,
12/14/2021 7:03,,0.01,,,,,
12/14/2021 7:04,,,,,,,0.01
12/14/2021 7:05,,,,0.01,,,
12/14/2021 7:05,,,0.01,,,,
12/14/2021 7:05,,,,,,0.01,
12/14/2021 7:06,,,,,0.01,,
12/14/2021 7:06,0.01,,,,,,
12/14/2021 7:07,,,0.01,,,,
12/14/2021 7:07,,,,0.01,,,
12/14/2021 7:08,,,,,0.01,,
12/14/2021 7:08,,,,,,,0.01
12/14/2021 7:08,0.01,,,,,,
12/14/2021 7:08,,,,,,0.01,
12/14/2021 7:09,,0.01,,,,,
12/14/2021 7:09,,,0.01,,,,
12/14/2021 7:10,0.01,,,,,,
12/14/2021 7:10,,,,,,,0.01
12/14/2021 7:10,,,,,0.01,,
12/14/2021 7:10,,,0.01,,,,
12/14/2021 7:11,0.01,,,,,,
12/14/2021 7:11,,,,,,0.01,
12/14/2021 7:11,,,,,,,0.01
12/14/2021 7:11,,,,0.01,,,
12/14/2021 7:12,,,0.01,,,,
12/14/2021 7:12,,,,,0.01,,
12/14/2021 7:12,,,,,,,0.01
12/14/2021 7:13,,,0.01,,,,
12/14/2021 7:13,,,,0.01,,,
12/14/2021 7:13,,0.01,,,,,
12/14/2021 7:13,,,,,,,0.01
12/14/2021 7:14,,,,,0.01,,
12/14/2021 7:14,0.01,,,,,0.01,
12/14/2021 7:15,,,,0.01,,,
12/14/2021 7:16,,,,,,,0.01
12/14/2021 7:16,,,,,0.01,,
12/14/2021 7:16,,,0.01,,,,
12/14/2021 7:17,,0.01,,,,,
12/14/2021 7:17,,,,,0.01,,
12/14/2021 7:17,,,,,,,0.01
12/14/2021 7:17,,,,,0.01,,
12/14/2021 7:18,0.01,,,,,,
12/14/2021 7:18,,,0.01,,,,
12/14/2021 7:18,,,,,,0.01,
12/14/2021 7:19,,,,,,,0.01
12/14/2021 7:19,,,,,0.01,,
12/14/2021 7:19,0.01,,,,,,
12/14/2021 7:19,,0.01,,,,,
12/14/2021 7:20,,,,,0.01,,
12/14/2021 7:20,,,,,,,0.01
12/14/2021 7:20,,,,,,0.01,
12/14/2021 7:20,,0.01,,,,,
12/14/2021 7:21,,,0.01,,,,
12/14/2021 7:21,,,,,0.01,,
12/14/2021 7:21,,,,,,,0.01
12/14/2021 7:21,,,,0.01,,,
12/14/2021 7:21,0.01,,,,,,
12/14/2021 7:22,,,,0.01,,,
12/14/2021 7:22,,,0.01,,,,
12/14/2021 7:22,,,,,,,0.01
12/14/2021 7:22,,,,,0.01,,
12/14/2021 7:22,,0.01,,,,,
12/14/2021 7:22,0.01,,,,,,
12/14/2021 7:23,,,,,,,0.01
12/14/2021 7:23,,,0.01,,,,
12/14/2021 7:23,,,,0.01,,,
12/14/2021 7:23,,,,,,0.01,
12/14/2021 7:23,,0.01,,,,,
12/14/2021 7:24,,,,,0.01,,
12/14/2021 7:24,,,,,,,0.01
12/14/2021 7:24,,,0.01,,,,
12/14/2021 7:24,,0.01,,,,,
12/14/2021 7:25,,,,0.01,,,
12/14/2021 7:25,,,,,,,0.01
12/14/2021 7:25,,,0.01,,,,
12/14/2021 7:25,,0.01,,,,,
12/14/2021 7:25,0.01,,,,,,
12/14/2021 7:26,,,,,,,0.01
12/14/2021 7:26,,,,,0.01,,
12/14/2021 7:26,,,,,,0.01,
12/14/2021 7:26,,0.01,,,,,
12/14/2021 7:26,,,0.01,,,,
12/14/2021 7:27,,0.01,,,,,
12/14/2021 7:27,,,,,,,0.01
12/14/2021 7:27,,,0.01,,,,
12/14/2021 7:27,0.01,,,,,,
12/14/2021 7:28,,0.01,,,,,
12/14/2021 7:28,0.01,,,,,,
12/14/2021 7:28,,,0.01,,,,
12/14/2021 7:28,,,,,0.01,,
12/14/2021 7:29,,,,,,,0.01
12/14/2021 7:29,,,,0.01,,,
12/14/2021 7:29,,0.01,,,,,
12/14/2021 7:30,,,,,0.01,,
12/14/2021 7:30,,,0.01,,,,
12/14/2021 7:30,,0.01,,,,,
12/14/2021 7:30,0.01,,,,,,
12/14/2021 7:31,,0.01,,,,,0.01
12/14/2021 7:31,0.01,,,,,,
12/14/2021 7:32,,,0.01,,,,
12/14/2021 7:32,,0.01,,,,,
12/14/2021 7:33,0.01,,,,,,
12/14/2021 7:33,,,,0.01,,,
12/14/2021 7:33,,,,,,,0.01
12/14/2021 7:33,,0.01,,,,,
