OBJECTID,Location Description,Size 1,Last Update Date,Last Editor,Size 2,Size 3,CatchID,DrainID,Inspection Status,Facility Type,Jurisdiction,Watershed Management Area,GlobalID,PRIORITY,Flow Monitoring Status,Flow Monitoring Deploy Date,Flow Monitoring Return Date,Next Inspection Date,POINT_X,POINT_Y,Persistent Flow,Facility Identifier,Survey Link,Outfall Capture Feasibility Study,Dry Weather Samples,Accessibility,Flow Measurement Count,Last Discharge Observation,Last Discharge Measurement Trend,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,OBJECTID2,Facility ID,Collection Staff,Inspection Date,Accessibility3,Flow Condition,Flow Velocity (Sec. / 6 Feet),Flow Width,Flow Depth,Biological Condition,Vegetative Condition,Trash Condition,Structural Condition,IDIC,Maintenance Issues,COMMENTS,LASTEDITOR,LASTUPDATE,Media Link,Visit Number,Connectivity to RW,Upstream RW Condition,Downstream RW Condition,Relative Contribution to RW Flow,GlobalID4,swDischargePointGUID,Conductivity,Algae Condition,Trash Location,OBSWEATHER,RW Vegetative Condition,RW Algae Conditions,Scour Pond Water Condition,Dissipator Water Condition
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,2367,J03-9216-1,LewengrubJ,8/21/2015 19:35,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Sparse (<10 Items),Good,None,None,Floatables. Leaf litter and grass clippings in drain ,OCENVRESUSER,12/11/2018 23:46,,1,,,,,{78632A0E-B8FA-4BE7-8872-EA780E18098C},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,2128,J03-9216-1,LewengrubJ,4/20/2016 23:11,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Sparse (<10 Items),Good,None,None,,OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/1v5fv6y8xy2p1kdw3c36wm3fk3fdi3y5,2,,,,,{E459C31C-D2FD-481A-A202-B3431033526F},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,6718,J03-9216-1,ZachK,11/10/2016 22:30,Unaccessible,Pooled or Ponded,,,,Not Present,Moderate,Not Present (0 Items),Good,None,None,"Bridge construction underway, no access possible ",OCENVRESUSER,12/11/2018 23:46,https://ocgov.box.com/s/gydby76ovb793fxouv3fvo36lt0jqdbx,3,,,,,{F6AEF508-2BCD-41E0-9A6B-71E996490861},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,6923,J03-9216-1,CurryJ,1/30/2017 22:43,Easily accessible,Pooled or Ponded,,,,Not Present,Not Present,Sparse (<10 Items),Good,None,None,Construction going on around the outlet but everything looks copacetic,OCENVRESUSER,12/11/2018 23:46,,4,,,,,{5AC0B85E-F39E-4D92-B7DD-27422BBD8452},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,37787,,GivenS,3/30/2018 18:27,Easily accessible,Pooled or Ponded,,,,Sparse,Not Present,Moderate (11-50 Items),Good,None,Other - See Comments,Unsure of flow source,OCENVRESUSER,12/11/2018 23:47,,,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{6F3D1E72-19E2-46B3-8AF3-4F911A3FA72D},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,46995,,MagsalinJ,7/13/2018 17:51,Easily accessible,Flowing,60,1.9,0.08,Sparse,Moderate,Sparse (<10 Items),Good,,,,OCENVRESUSER,9/30/2020 20:16,,5,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{D7ECE7C2-7840-49AB-87CD-5FCD7089E128},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,64346,,GivenS,4/24/2019 18:44,Easily accessible,Pooled or Ponded,,,,Abundant,Moderate,Sparse (<10 Items),Good,None,None,Ponded water is clear,OCPWPublisher,4/24/2019 18:46,,,Direct Connection,Flowing,Flowing,,{0B7505FC-A2DC-41EA-822C-55F1A897BE7C},{B312B909-A14D-4AAA-BB21-74D113055A73},,,,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,84025,,GivenS,8/19/2019 18:19,,Flowing,18,0.3,0.05,Sparse,Moderate,Sparse (<10 Items),Good,,,,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{CC5B8A88-88FA-4331-B36F-975F71EB8046},{B312B909-A14D-4AAA-BB21-74D113055A73},6111,Small to Moderate Macroalgae,In flow path of outfall,,,,,
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,128474,,CamilleA,6/16/2020 17:52,,Flowing,60,2,0.15,Sparse,Moderate,Moderate (11-50 Items),Good,None,None,Algae on wetted rocks. Clear flow. ,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,,Flowing,Small Fraction (<10%),{84F5BD5A-540B-4682-B6CB-FD3C64865823},{B312B909-A14D-4AAA-BB21-74D113055A73},6547,Small to Moderate Macroalgae,In flow path of outfall,Dry,Abundant,,Clear,Not present
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,140079,J03-9216-1,PoserN,8/21/2020 16:25,Easily accessible,Flowing,90,1.83,0.0833,Sparse,Moderate,Moderate (11-50 Items),Good,,None,"Fine particulates, organic debris, watercress, slightly ponder downstream, some algae, snails ",OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{F48CBCE8-C1AF-4233-8552-48820678410B},{B312B909-A14D-4AAA-BB21-74D113055A73},5192,Small to Moderate Macroalgae,In flow path of outfall,Dry,,,Not present,Not present
72,,36,7/16/2021 18:12,OCENVRESUSER,,,9216,J03,Verified,Outfall,Laguna Niguel,South,{B312B909-A14D-4AAA-BB21-74D113055A73},Not A Priority,,,,,-117.7082473,33.5307754,Yes,J03-9216-1 ,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B312B909-A14D-4AAA-BB21-74D113055A73}&field:Station=J03-9216-1 (J03P01),Yes,No,Easily accessible,5,0.0152,Above Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,159306,,CamilleA,5/13/2021 18:56,,Flowing,24,0.55,0.03,Abundant,Moderate,Sparse (<10 Items),Good,None,Sediment,There was a white claw can and there is sediment below the SWN sensor. Cannot determine if receiving water is flowing or ponded due to vegetation. ,OCPWPublisher,5/13/2021 19:05,,,Direct Connection,,,,{7A3F245E-7748-4F4E-B10F-8932699AD144},{B312B909-A14D-4AAA-BB21-74D113055A73},4033,Small to Moderate Macroalgae,In flow path of outfall,Dry,,,Clear,Clear
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,6801,J03-9216-2,CurryJ,2/18/2016 18:17,Easily accessible,Flowing,,,,Not Present,Not Present,Not Present (0 Items),Good,,,"Storm flow conditions, reconnaissance only",OCENVRESUSER,12/11/2018 23:46,,,,,,,{14C51E76-2B18-44FC-8AFD-E64982FE60C8},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,6986,J03-9216-2,CurryJ,2/16/2017 15:31,Easily accessible,Flowing,,,,Not Present,Not Present,Sparse (<10 Items),Good,None,None,Good flow would make a very good sensor site currently surrounded by construction project so accessibility may be difficult.,OCENVRESUSER,12/11/2018 23:46,,2,,,,,{FDBCCC22-2BE7-4527-8996-B3834C61CB87},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,7013,J03-9216-2,CurryJ,3/13/2017 17:42,Easily accessible,Flowing,3,3.2,0.14,Not Present,Not Present,Sparse (<10 Items),Good,None,None,Construction surrounding this outfall is almost complete they will be paving today,OCENVRESUSER,9/30/2020 20:16,,3,,,,,{08334B84-6684-414D-AFAF-9A5DD118F8A6},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,7049,J03-9216-2,LewengrubJ,3/17/2017 18:15,Easily accessible,Flowing,1.3,2.7,0.14,Not Present,Not Present,Not Present (0 Items),Good,,,Active Construction around outlet location,OCENVRESUSER,9/30/2020 20:16,https://ocgov.box.com/s/qfaoovovxp4t7lautgly8y3ye4nllw8w,4,Direct Connection,,,,{394F430A-5457-4FDE-BAA9-4385177A9F90},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,18180,,CurryJ,7/31/2017 20:31,Easily accessible,Pooled or Ponded,,,,,,Sparse (<10 Items),,None,None,"Construction is 50% done in this area of the channel. A gravity fed bypass is being used so ""dewatering sampling"" is not an issue. Nuisance flow is ponded therefore too hard to measure volume.",OCENVRESUSER,12/11/2018 23:46,,,,,,,{0CE217C9-F231-4203-8AFE-18A1C24DC87B},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,37786,,GivenS,3/30/2018 18:04,Easily accessible,Flowing,11,6.4,0.3,Not Present,Not Present,Not Present (0 Items),Good,None,Other - See Comments,Unsure of flow source.  Some silt building up.  Outfall is the creek daylighting,OCENVRESUSER,9/30/2020 20:16,,,,,,,{F8B88C45-9D00-4B68-BCE5-841B6878C512},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,46996,,MagsalinJ,7/13/2018 18:15,Easily accessible,Flowing,2,2.35,0.1,Abundant,Moderate,Moderate (11-50 Items),Good,,,Lots of fish.  Flow meter still at station,OCENVRESUSER,9/30/2020 20:16,,7,Direct Connection,Flowing,Flowing,Major Fraction (>50%),{2FABF067-A755-4B15-AD67-DAEBC2A0FC06},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,60207,,GivenS,10/12/2018 20:46,Easily accessible,Flowing,3,2.6,0.05,Sparse,Not Present,Sparse (<10 Items),Good,Other - see comments,None,Storm set up.  Moved rocks away from near flow sensor.  Some backwards flow near sensor.  Gravel and sand debris accumulating near sensor.  Ponding at trash boom- trash and duckweed accumulating.,OCENVRESUSER,9/30/2020 20:16,,,Undetermined,Inaccessible,Inaccessible,,{6060E842-840C-4F51-95E6-72B40DF28B4F},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,67957,,ZachK,5/8/2019 17:48,Easily accessible,Flowing,2,3.2,0.16,Not Present,Moderate,Sparse (<10 Items),Good,None,None,Flow is clear. Cl 106 ug/L,OCENVRESUSER,9/30/2020 20:16,,9,Direct Connection,Inaccessible,Pooled or Ponded,Small Fraction (<10%),{1B5862B4-DFBE-4FC7-9CE2-2BC3C1A06608},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,67976,,MTep,5/9/2019 4:49,Easily accessible,Flowing,9.96,7.6,0.32,Sparse,Moderate,Sparse (<10 Items),Good,None,None,"minor trash observed, sediment, little overgrown vegetation on both side of flow ",OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Flowing,Flowing,Small Fraction (<10%),{874A0737-2A74-46B2-96EF-A83134D92B64},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,74791,,LiuK,6/12/2019 16:18,Easily accessible,Flowing,2.2,4.6,0.18,Not Present,Not Present,Not Present (0 Items),Good,None,None,".11 Cl, 3.38 NTU",OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Flowing,Pooled or Ponded,Major Fraction (>50%),{279DADB8-7DB9-4147-B0ED-80214C119478},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,74803,,EBerliner,6/13/2019 3:52,Easily accessible,Flowing,2.59,3.47,0.15,Not Present,Moderate,Moderate (11-50 Items),Good,None,None,,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Flowing,Pooled or Ponded,Minor Fraction (10 - 50%),{2D2D3F70-6B5B-413F-B41D-31135E7233E4},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,78000,,KellyK,7/9/2019 3:38,Easily accessible,Flowing,3,6.8,0.15,Sparse,Not Present,Sparse (<10 Items),Good,None,None,Clear water. Some trash present,OCENVRESUSER,9/30/2020 20:16,,,Undetermined,Inaccessible,Inaccessible,,{1EA4ECFD-C3E9-4422-8BB5-61F61F132D3C},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,78805,,ZachK,7/9/2019 17:31,Easily accessible,Flowing,2,3.9,0.18,Sparse,Moderate,Sparse (<10 Items),Good,None,None,Turbidity: 2.3 //Chlorine: 0.15mg/l,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Inaccessible,Pooled or Ponded,Small Fraction (<10%),{A6F733E2-A2D3-4926-BBB8-DDACD1982AE6},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},,,,,,,,
498,J03P01in; 8x10 box channel in Crown Valley Park,,7/16/2021 18:12,OCENVRESUSER,96,120,9216,J03,Verified,Box,Laguna Niguel,South,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},Not A Priority,Deployed,3/17/2017 0:00,,,-117.7100766,33.5280069,Yes,J03-9216-2,https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BDBAD671-CCD0-47D1-B121-7ED3242CBA94}&field:Station=J03-9216-2,Yes,No,Easily accessible,16,0.896,Below Average Discharge,4.37,0.1815625,4.628125,1.460109,4.35,0.083333,108854,,GivenS,12/5/2019 18:45,,Flowing,2,3.2,0.17,Sparse,Moderate,Abundant (>50 Items),Good,None,,Storm sampling pick-up,OCENVRESUSER,9/30/2020 20:16,,,Direct Connection,Inaccessible,Flowing,Major Fraction (>50%),{286DCDC2-EA9C-4617-BDA8-323594DB1B0E},{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},3455,Small to Moderate Macroalgae,In flow path of outfall,Wet,,,,
