"jurisdicti","EMC_Group","RC","EMC_Group_Area","Area_Rainfall","Juris_LU_Volume","Stormwater Volume (acre-ft)","Constituent","Fraction","Units","EMC_WMA_LU","LU_Load","PL_M"
"LAGUNA BEACH","single family",0.405,1877.8150846611957,6.7,424.6209360190129,883.0869489441063,"Zinc, Total","Total","mg/L",0.08025909389387786,34.07969157325626,92.67509358302229
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Copper, Total","Dissolved","mg/L",0.012949043628956136,1.8783243228518358,5.107847940037222
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Copper, Total","Total","mg/L",0.02919603936894787,4.235033292729383,11.516597968242982
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Fecal coliforms","Total","CFU/100 mL",16816.869832900793,2439372.0915988,30089212031967.414
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Lead, Total","Total","mg/L",0.003866052031887261,0.5607904161096716,1.5249933873876327
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"TN","Total","mg/L",5.505199303783698,798.5570248076689,2171.5673936294183
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"TP","Total","mg/L",0.6931660044602971,100.5472375612621,273.4245593295431
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"TSS","Total","mg/L",76.27630707003945,11064.264430045798,30087.764711065
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Zinc, Total","Dissolved","mg/L",0.03082256141039716,4.470968547845603,12.15819185709697
"LAGUNA BEACH","surface street",0.471,551.5925913983584,6.7,145.05506172298328,883.0869489441063,"Zinc, Total","Total","mg/L",0.11216390547311601,16.269942231493705,44.243898617829416
"LAGUNA BEACH","water",0.797,4.007436105841081,6.7,1.7832756717983993,883.0869489441063,,,,,,
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.007195275858728533,0.009989675844422391,0.02716556696987279
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Copper, Total","Total","mg/L",0.043760403860667124,0.06075545371325392,0.1652162064451688
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",256.0234041671853,355.4541711021584,4384462689.712166
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Lead, Total","Total","mg/L",0.002138367614392031,0.002968836737242481,0.008073348371279657
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"TN","Total","mg/L",24.552987232229672,34.08853090249115,92.69913093859206
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"TP","Total","mg/L",2.87445800292234,3.990799552565605,10.85243747614593
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"TSS","Total","mg/L",740.1407860602474,1027.5862492483222,2794.3812698248516
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.00620536231337152,0.008615313606437684,0.023428175487076725
"LAGUNA HILLS","agriculture",0.222,11.201015957602184,6.7,1.3883659279447909,776.6523535371457,"Zinc, Total","Total","mg/L",0.10037463940221603,0.13935672937578142,0.37896170241339
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.016931968491649733,0.04604418913637756
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Copper, Total","Total","mg/L",0.029394369947765984,0.049609890156321286,0.13490735979806984
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,32620.92912006225,402373240373.51715
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Lead, Total","Total","mg/L",0.003914557566172833,0.006606733575631215,0.01796611483656147
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"TN","Total","mg/L",5.187196465843142,8.754610061281284,23.80697328108447
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"TP","Total","mg/L",0.49933870499831046,0.8427511237623456,2.2917472446599976
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"TSS","Total","mg/L",77.68355320177191,131.10920724414254,356.53368589995745
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,0.0732410371416894,0.19916905517273523
"LAGUNA HILLS","business",0.414,7.301468432653245,6.7,1.6877344282077975,776.6523535371457,"Zinc, Total","Total","mg/L",0.1600574539228461,0.27013447547687053,0.734594024743622
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.17310676625479257,0.470740344818925
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Copper, Total","Total","mg/L",0.029394369947765984,0.5071948759798045,1.3792475936943045
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,333505.4370663182,4113729038822.192
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Lead, Total","Total","mg/L",0.003914557566172833,0.06754502793626752,0.18367953159452077
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"TN","Total","mg/L",5.187196465843142,89.50419664892823,243.3945090929735
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"TP","Total","mg/L",0.49933870499831046,8.616004799680443,23.430055093243904
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"TSS","Total","mg/L",77.68355320177191,1340.4165560227552,3645.0808101539383
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,0.7487917960039685,2.0362376114730956
"LAGUNA HILLS","business",0.422,73.2326405853135,6.7,17.254830665909616,776.6523535371457,"Zinc, Total","Total","mg/L",0.1600574539228461,2.76176426425534,7.51024289917466
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.7817234654488812,2.1257908147669724
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Copper, Total","Total","mg/L",0.029394369947765984,2.290413856644216,6.228469469921091
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,1506059.1313097102,18576966052340.816
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Lead, Total","Total","mg/L",0.003914557566172833,0.30502293153846427,0.8294684435312808
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"TN","Total","mg/L",5.187196465843142,404.1871516081262,1099.1320745911096
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"TP","Total","mg/L",0.49933870499831046,38.908549192218054,105.80651617158696
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"TSS","Total","mg/L",77.68355320177191,6053.11449107006,16460.622911531416
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,3.381428296166951,9.195335090340707
"LAGUNA HILLS","business",0.486,287.1573790390245,6.7,77.9201548022393,776.6523535371457,"Zinc, Total","Total","mg/L",0.1600574539228461,12.471701586920451,33.915098944568996
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Copper, Total","Dissolved","mg/L",4.4085553457464587e-4,0.0185560217210678,0.0504605813650631
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Copper, Total","Total","mg/L",0.0090266475911997,0.37994003848071245,1.0331953429346357
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",19495.373627451405,820578.5072889174,10121686961872.635
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Lead, Total","Total","mg/L",0.001895147836689217,0.07976854471424442,0.2169197256519582
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"TN","Total","mg/L",5.474926321837162,230.44476882268668,626.6632569268833
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"TP","Total","mg/L",0.6464029921897596,27.2077064320159,73.98766313205655
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"TSS","Total","mg/L",78.12325765887076,3288.2809726711635,8942.033592484593
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.010494714571524367,0.44173235056129123,1.201231144915686
"LAGUNA HILLS","developed open space",0.217,347.40437576847,6.7,42.09093516081488,776.6523535371457,"Zinc, Total","Total","mg/L",0.01794714136300638,0.7554119634322803,2.0542402578478516
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.023086218954965022,0.5787578858153067,1.5738534814656715
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Copper, Total","Total","mg/L",0.10955179809315539,2.746398930692981,7.468458960996551
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",4668.938805513393,117047.54067139397,1443760171402.8052
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Lead, Total","Total","mg/L",0.03568992667489768,0.8947254007926132,2.4330842335038123
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"TN","Total","mg/L",7.526108567663884,188.6751005669051,513.0763159707011
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"TP","Total","mg/L",0.7965016337813982,19.967825936114107,54.29979122026603
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"TSS","Total","mg/L",172.2739058842315,4318.8051601347215,11744.404186345811
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.09848436915267057,2.468945018144492,6.713960721036392
"LAGUNA HILLS","highway/arterial",0.45,99.7787458348112,6.7,25.069409890996315,776.6523535371457,"Zinc, Total","Total","mg/L",0.58597009784445,14.689924566729733,39.94725512767126
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.01193734375304908,0.6278099645899073,1.7072439489558542
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Copper, Total","Total","mg/L",0.0231446929134595,1.217227981286194,3.3100862088228347
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",21462.93950666575,1128781.0396038403,13923309262771.785
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Lead, Total","Total","mg/L",0.0022778102283991554,0.11979482106046738,0.3257657490437037
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"TN","Total","mg/L",6.349371628732227,333.92678135656206,908.068538284013
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"TP","Total","mg/L",0.5809722171241416,30.55454836569183,83.08894530605376
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"TSS","Total","mg/L",48.703478310591834,2561.4181534956647,6965.428855780622
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.028403506524265307,1.4938000273866194,4.0621863327253305
"LAGUNA HILLS","multi-family",0.485,194.21609113193236,6.7,52.59209901110118,776.6523535371457,"Zinc, Total","Total","mg/L",0.0910587841812683,4.788972593491756,13.022960677750385
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Copper, Total","Dissolved","mg/L",4.5383849222810336e-4,0.0026652188813512624,0.00724770084017711
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Copper, Total","Total","mg/L",0.0067692263495350005,0.03975306235120611,0.10810305503177811
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",1093.7074339230464,6422.9230298536495,79225589886.784
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Lead, Total","Total","mg/L",0.0014249616539121403,0.008368251636309713,0.022756324007634835
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"TN","Total","mg/L",2.420950642233769,14.217311825674518,38.6620489540276
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"TP","Total","mg/L",0.1859690057019451,1.0921244315562098,2.969884093029837
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"TSS","Total","mg/L",103.45130068022969,607.5296930404821,1652.0945043168954
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.010369371344090314,0.060895328993208875,0.16559657827546875
"LAGUNA HILLS","open space",0.078,134.8476536851397,6.7,5.872615317987834,776.6523535371457,"Zinc, Total","Total","mg/L",0.011869975655119219,0.0697078008563958,0.18956089886983393
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.01047492053646517,4.077984787578655,11.089525883959832
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Copper, Total","Total","mg/L",0.025896546493846418,10.08176838049469,27.41600011655935
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",19674.340539016797,7659405.257008968,94477373751479.72
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Lead, Total","Total","mg/L",0.0025109212365633307,0.9775251821594088,2.6582469956235046
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"TN","Total","mg/L",5.8323359783393665,2270.583085849521,6174.542381547321
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"TP","Total","mg/L",0.6373163229435632,248.11322060076017,674.7102123542918
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"TSS","Total","mg/L",93.2354275651122,36297.42621438772,98705.92179540127
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.014957835459302755,5.823225603077016,15.83547129703819
"LAGUNA HILLS","single family",0.405,1721.6556194272923,6.7,389.30937694299655,776.6523535371457,"Zinc, Total","Total","mg/L",0.08025909389387786,31.24561783783505,84.96821489584961
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Copper, Total","Dissolved","mg/L",0.012949043628956136,2.1167391315426967,5.75618463814111
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Copper, Total","Total","mg/L",0.02919603936894787,4.772584044748872,12.978394244830302
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Fecal coliforms","Total","CFU/100 mL",16816.869832900793,2749000.4254646706,33908421336230.96
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Lead, Total","Total","mg/L",0.003866052031887261,0.6319712756374125,1.718560069288887
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"TN","Total","mg/L",5.505199303783698,899.9174863541606,2447.2034051598453
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"TP","Total","mg/L",0.6931660044602971,113.30965037566178,308.1302079818277
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"TSS","Total","mg/L",76.27630707003945,12468.646226789719,33906.79030757805
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Zinc, Total","Dissolved","mg/L",0.03082256141039716,5.038466449048871,13.701425339393312
"LAGUNA HILLS","surface street",0.471,621.6059754309248,6.7,163.46683138894744,776.6523535371457,"Zinc, Total","Total","mg/L",0.11216390547311601,18.335078223899693,49.859755526231766
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Copper, Total","Dissolved","mg/L",0.007195275858728533,0.001396815203575436,0.0037984492738521907
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Copper, Total","Total","mg/L",0.043760403860667124,0.008495184705535723,0.02310150125326848
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",256.0234041671853,49.701691836879355,613061348.5239984
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Lead, Total","Total","mg/L",0.002138367614392031,4.151202057100749e-4,0.0011288630306318461
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"TN","Total","mg/L",24.552987232229672,4.7664587894247,12.961737444719086
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"TP","Total","mg/L",2.87445800292234,0.558017054433061,1.51745160690036
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"TSS","Total","mg/L",740.1407860602474,143.68315031328294,390.72681667214533
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Zinc, Total","Dissolved","mg/L",0.00620536231337152,0.0012046437959006959,0.003275865225462107
"LAGUNA NIGUEL","agriculture",0.222,1.56619189939035,6.7,0.19412948592943388,1725.9053085922985,"Zinc, Total","Total","mg/L",0.10037463940221603,0.019485677147504495,0.05298865306018944
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.15199638405225188,0.41333352697879233
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Copper, Total","Total","mg/L",0.029394369947765984,0.44534242552535863,1.2110482535716578
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,292834.4257857268,3612059495995.627
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Lead, Total","Total","mg/L",0.003914557566172833,0.05930790707458416,0.1612797999223532
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"TN","Total","mg/L",5.187196465843142,78.58915363316785,213.71253175541702
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"TP","Total","mg/L",0.49933870499831046,7.565282414210754,20.572758242600028
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"TSS","Total","mg/L",77.68355320177191,1176.9526636489338,3200.5629514572047
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,0.6574765843241187,1.7879182929196216
"LAGUNA NIGUEL","business",0.414,65.54446404635526,6.7,15.150602864315019,1725.9053085922985,"Zinc, Total","Total","mg/L",0.1600574539228461,2.4249669198584414,6.594368254493607
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Copper, Total","Dissolved","mg/L",0.010032365405752707,0.2301575083537065,0.6258820910883304
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Copper, Total","Total","mg/L",0.029394369947765984,0.6743509305318509,1.8338057860793628
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,443418.7182759677,5469489414550.199
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Lead, Total","Total","mg/L",0.003914557566172833,0.0898058213889281,0.24421473661605295
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"TN","Total","mg/L",5.187196465843142,119.0020663755953,323.60996032563463
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"TP","Total","mg/L",0.49933870499831046,11.455578771191592,31.15189092559107
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"TSS","Total","mg/L",77.68355320177191,1782.1772156275408,4846.388937669348
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,0.9955708709289053,2.7073197958244184
"LAGUNA NIGUEL","business",0.422,97.36789873637672,6.7,22.941499740602627,1725.9053085922985,"Zinc, Total","Total","mg/L",0.1600574539228461,3.6719580376524905,9.985391271540207
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Copper, Total","Dissolved","mg/L",0.010032365405752707,1.6018136480002776,4.355914706912474
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Copper, Total","Total","mg/L",0.029394369947765984,4.693240432580528,12.762630065535712
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",19328.235873402406,3086035.1234845854,38065683168395.61
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Lead, Total","Total","mg/L",0.003914557566172833,0.6250162829777769,1.6996469111631611
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"TN","Total","mg/L",5.187196465843142,828.2116687139297,2252.209170955261
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"TP","Total","mg/L",0.49933870499831046,79.72671651118625,216.8059795335553
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"TSS","Total","mg/L",77.68355320177191,12403.313746168105,33729.127497965936
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Zinc, Total","Dissolved","mg/L",0.04339606748406735,6.92881592267968,18.84197404408962
"LAGUNA NIGUEL","business",0.486,588.4083428461148,6.7,159.66460383129325,1725.9053085922985,"Zinc, Total","Total","mg/L",0.1600574539228461,25.555509970836695,69.49473920614055
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Copper, Total","Dissolved","mg/L",4.4085553457464587e-4,0.1214495355500136,0.330265520405843
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Copper, Total","Total","mg/L",0.0090266475911997,2.486715197037477,6.7622843095393685
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",19495.373627451405,5370702.841946643,66246644834780.98
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Lead, Total","Total","mg/L",0.001895147836689217,0.5220867302632146,1.4197439692666347
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"TN","Total","mg/L",5.474926321837162,1508.2656489709598,4101.523626350293
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"TP","Total","mg/L",0.6464029921897596,178.07498607300076,484.25074398447344
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"TSS","Total","mg/L",78.12325765887076,21521.865133162748,58525.78979506494
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Zinc, Total","Dissolved","mg/L",0.010494714571524367,2.8911471229942833,7.862082014734028
"LAGUNA NIGUEL","developed open space",0.217,2273.768629900868,6.7,275.486017584406,1725.9053085922985,"Zinc, Total","Total","mg/L",0.01794714136300638,4.944186501118996,13.445043823186746
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"Copper, Total","Dissolved","mg/L",0.023086218954965022,0.4716924816200364,1.282703653070886
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"Copper, Total","Total","mg/L",0.10955179809315539,2.238337928324302,6.086856054198218
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"Fecal coliforms","Total","CFU/100 mL",4668.938805513393,95394.71734201256,1176676525372.6194
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"Lead, Total","Total","mg/L",0.03568992667489768,0.7292086293974565,1.9829838490671403
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"TN","Total","mg/L",7.526108567663884,153.77177328813798,418.16145692728844
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"TP","Total","mg/L",0.7965016337813982,16.273943905048196,44.25478062567723
"LAGUNA NIGUEL","highway/arterial",0.45,81.32050618965789,6.7,20.431777180151546,1725.9053085922985,"TSS","Total","mg/L",172.2739058842315,3519.8620589810166,9571.786910518304
