FacilityID,QInscfsAdj,QInsCFAdj,Q_DailyavgCF,AVGDISCHARGE,JURISDICTI,SAMPLEDRY,PERSISTENTFLOW,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,MonitoringYear,rain_gage,dry_days,AnnualCFb,AnnualCF
J01-9224-1 (J01P24),NA,NA,528.1543439999999,0.024552,LAGUNA NIGUEL,1,Yes,ALISO VIEJO,1.638278647,222.46726525,3.644636926,8.652639840954924,8.652639840954924,MY2021-22,SULPHURCREEK,323,8.652639840954924,2794.8026686284406
J01-9224-1 (J01P24),NA,NA,528.1543439999999,0.024552,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,98.36172091,222.46726525,218.822824,519.5017018193213,519.5017018193213,MY2021-22,SULPHURCREEK,323,519.5017018193213,167799.04968764077
J01-9259-3,NA,NA,798.6159360000001,0.00601,LAKE FOREST,NA,Yes,LAKE FOREST,99.99231896,140.75505759,140.7443706,798.5545939905096,798.5545939905096,MY2021-22,ELTORO,309,798.5545939905096,246753.36954306747
J01-9275-2,NA,NA,0,0,LAKE FOREST,NA,Unknown,LAKE FOREST,95.02628824,42.7322098,40.60686876,0,0,MY2021-22,ELTORO,309,0,0
J01-9275-2,NA,NA,0,0,LAKE FOREST,NA,Unknown,MISSION VIEJO,4.973711762,42.7322098,2.1253788240000002,0,0,MY2021-22,ELTORO,309,0,0
J01-9349-1,NA,NA,0,0.00615,LAKE FOREST,1,Unknown,LAKE FOREST,99.85177608,69.7067491,69.60348856,0,0,MY2021-22,ELTORO,309,0,0
J01-9349-1,NA,NA,0,0.00615,LAKE FOREST,1,Unknown,MISSION VIEJO,0.14822366,69.7067491,0.103321986,0,0,MY2021-22,ELTORO,309,0,0
J01-9364-4,NA,NA,0,0,ORANGE CO,NA,Unknown,ALISO VIEJO,98.79141639,42.33257611,41.82098851,0,0,MY2021-22,SULPHURCREEK,323,0,0
J01-9364-4,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,1.208582942,42.33257611,0.511624746,0,0,MY2021-22,SULPHURCREEK,323,0,0
J01-9377-1,NA,NA,317.304,0.001959,LAKE FOREST,1,Unknown,LAKE FOREST,98.07444602,34.4468196,33.78355736,311.19414019930076,311.19414019930076,MY2021-22,ELTORO,309,311.19414019930076,96158.98932158394
J01-9377-1,NA,NA,317.304,0.001959,LAKE FOREST,1,Unknown,MISSION VIEJO,1.925552671,34.4468196,0.663292241,6.109855647189839,6.109855647189839,MY2021-22,ELTORO,309,6.109855647189839,1887.9453949816602
J01-9377-2 (J01TBN8),NA,NA,0,4.2e-5,LAKE FOREST,NA,Unknown,LAKE FOREST,67.39420978,98.41839547,66.32835854,0,0,MY2021-22,ELTORO,309,0,0
J01-9377-2 (J01TBN8),NA,NA,0,4.2e-5,LAKE FOREST,NA,Unknown,MISSION VIEJO,32.60579025,98.41839547,32.09012396,0,0,MY2021-22,ELTORO,309,0,0
J01-9782-1 (J01TBN3),NA,NA,288.24336,0.00112,LAKE FOREST,NA,Unknown,LAKE FOREST,45.38061266,30.80686795,13.98035778,130.80660271976936,130.80660271976936,MY2021-22,ELTORO,309,130.80660271976936,40419.24024040873
J01-9782-1 (J01TBN3),NA,NA,288.24336,0.00112,LAKE FOREST,NA,Unknown,MISSION VIEJO,54.6193895,30.80686795,16.82653807,157.43676350628718,157.43676350628718,MY2021-22,ELTORO,309,157.43676350628718,48647.95992344274
J01-9785-1,NA,NA,273.220128,0.005998,LAKE FOREST,NA,Yes,LAKE FOREST,100,21.25657462,21.25659341,273.220128,273.220128,MY2021-22,ELTORO,309,273.220128,84425.019552
J01-9992-1 (J01P27),NA,NA,1341.9455759999998,0.171031,ALISO VIEJO,1,Yes,ALISO VIEJO,99.70754793,553.84107572999994,552.2218442,1338.0210283847146,1338.0210283847146,MY2021-22,SULPHURCREEK,323,1338.0210283847146,432180.7921682628
J01-9992-1 (J01P27),NA,NA,1341.9455759999998,0.171031,ALISO VIEJO,1,Yes,ORANGE CO,0.292452005,553.84107572999994,1.619720764,3.9245467430207985,3.9245467430207985,MY2021-22,SULPHURCREEK,323,3.9245467430207985,1267.6285979957179
J03-9215-3,NA,NA,3398.951808,0.037748,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,155.28755892,155.2876962,3398.951808,3398.951808,MY2021-22,SULPHURCREEK,323,3398.951808,1097861.433984
J03-9216-2,NA,NA,99407.89151999999,1.41452,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.85072453,1123.28596907,1121.61017,99259.49992271641,99259.49992271641,MY2021-22,SULPHURCREEK,323,99259.49992271641,32060818.4750374
J03-9216-2,NA,NA,99407.89151999999,1.41452,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,0.149275428,1123.28596907,1.676791419,148.39155553225567,148.39155553225567,MY2021-22,SULPHURCREEK,323,148.39155553225567,47930.47243691858
J03-9221-1 (J03P02),NA,NA,9503.068607999998,0.215297,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,100,565.70937288,565.709873,9503.068607999998,9503.068607999998,MY2021-22,SULPHURCREEK,323,9503.068607999998,3069491.1603839993
J03-9368-1 (J03TBN1),NA,NA,4479.146315999999,0.004992,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,98.70823565,92.34354303,91.15076265,4421.286300705574,4421.286300705574,MY2021-22,SULPHURCREEK,323,4421.286300705574,1428075.4751279005
J03-9368-1 (J03TBN1),NA,NA,4479.146315999999,0.004992,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,1.291764465,92.34354303,1.192862129,57.8600204454446,57.8600204454446,MY2021-22,SULPHURCREEK,323,57.8600204454446,18688.786603878605
J05-9800-2,NA,NA,0,0,LAGUNA HILLS,NA,Unknown,LAGUNA HILLS,100.0000004,25.47292658,25.47294919,0,0,MY2021-22,ELTORO,309,0,0
J06-10011-1 (J06P01),NA,NA,10588.7736,0.600261,ALISO VIEJO,1,Yes,ALISO VIEJO,14.86516439,935.90125176,139.1233826,1574.038602524921,1574.038602524921,MY2021-22,ELTORO,309,1574.038602524921,486377.92818020063
J06-10011-1 (J06P01),NA,NA,10588.7736,0.600261,ALISO VIEJO,1,Yes,LAGUNA HILLS,20.85002958,935.90125176,195.1358603,2207.7624277592313,2207.7624277592313,MY2021-22,ELTORO,309,2207.7624277592313,682198.5901776025
J06-10011-1 (J06P01),NA,NA,10588.7736,0.600261,ALISO VIEJO,1,Yes,LAGUNA WOODS,38.1624725,935.90125176,357.1633736,4040.93781318726,4040.93781318726,MY2021-22,ELTORO,309,4040.93781318726,1248649.7842748633
J06-10011-1 (J06P01),NA,NA,10588.7736,0.600261,ALISO VIEJO,1,Yes,LAKE FOREST,22.96186189,935.90125176,214.9005429,2431.3795698767813,2431.3795698767813,MY2021-22,ELTORO,309,2431.3795698767813,751296.2870919254
J06-9079-1 (J06P03),NA,NA,2480.310288,0.099511,ALISO VIEJO,1,Yes,ALISO VIEJO,98.05519597,365.7871229,358.6735973,2432.0731135624715,2432.0731135624715,MY2021-22,ELTORO,309,2432.0731135624715,751510.5920908037
J07-9022-6,NA,NA,36.186912,0.001776,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA,36.186912,36.186912,MY2021-22,ELTORO,309,36.186912,11181.755808
J07-9109-4 (J07P02),NA,NA,620.5849559999999,0.215661,MISSION VIEJO,NA,Yes,LAKE FOREST,1.275132081,394.92574829,5.035829366,7.9132778638157335,7.9132778638157335,MY2021-22,ELTORO,309,7.9132778638157335,2445.2028599190617
J07-9109-4 (J07P02),NA,NA,620.5849559999999,0.215661,MISSION VIEJO,NA,Yes,MISSION VIEJO,98.72486798,394.92574829,389.8902683,612.671678514741,612.671678514741,MY2021-22,ELTORO,309,612.671678514741,189315.54866105496
J07-9110-1,NA,NA,59.616,0.004715,MISSION VIEJO,NA,Yes,LAKE FOREST,0.19588078,102.11849185,0.200030675,0.1167762858048,0.1167762858048,MY2021-22,ELTORO,309,0.1167762858048,36.0838723136832
J07-9110-1,NA,NA,59.616,0.004715,MISSION VIEJO,NA,Yes,MISSION VIEJO,99.80411911,102.11849185,101.9185513,59.4992236486176,59.4992236486176,MY2021-22,ELTORO,309,59.4992236486176,18385.26010742284
J07-9110-2,NA,NA,79.9011,0.003966,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,133.39088631,133.3910042,79.9011,79.9011,MY2021-22,ELTORO,309,79.9011,24689.4399
J07-9110-3,NA,NA,29.808,0.010104,MISSION VIEJO,NA,Unknown,MISSION VIEJO,100,61.67998508,61.68003961,29.808000000000003,29.808000000000003,MY2021-22,ELTORO,309,29.808000000000003,9210.672
K01-12036-1,NA,NA,547.364304,0.021221,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,137.80531846,137.8054403,547.364304,547.364304,MY2021-22,SULPHURCREEK,323,547.364304,176798.670192
K01-12036-10,NA,NA,29.808,0.005224,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,185.37165068,185.3718146,29.808000000000003,29.808000000000003,MY2021-22,SULPHURCREEK,323,29.808000000000003,9627.984
K01-12058-1 (K01P08),NA,NA,953.856,0.205335,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,97.77433651,329.52135056,322.187599,932.6263752608256,932.6263752608256,MY2021-22,SULPHURCREEK,323,932.6263752608256,301238.31920924666
K01-12058-1 (K01P08),NA,NA,953.856,0.205335,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,2.225663378,329.52135056,7.334042507,21.22962367085568,21.22962367085568,MY2021-22,SULPHURCREEK,323,21.22962367085568,6857.168445686385
K01-12058-2 (K01P09),NA,NA,2682.72,0.130128,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,97.02723437,303.05249515,294.0437147,2602.969021890864,2602.969021890864,MY2021-22,SULPHURCREEK,323,2602.969021890864,840758.994070749
K01-12058-2 (K01P09),NA,NA,2682.72,0.130128,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,2.9727657,303.05249515,9.009048593,79.75097998704,79.75097998704,MY2021-22,SULPHURCREEK,323,79.75097998704,25759.56653581392
K01-12062-1,NA,NA,7321.262112,0.122807,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,96.51947141,258.84115572,249.8323362,7066.443491043003,7066.443491043003,MY2021-22,SULPHURCREEK,323,7066.443491043003,2282461.24760689
K01-12062-1,NA,NA,7321.262112,0.122807,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,3.480528667,258.84115572,9.009048593,254.81862659436968,254.81862659436968,MY2021-22,SULPHURCREEK,323,254.81862659436968,82306.4163899814
K01-12126-1 (K01S01),NA,NA,27708.32448,0.477926,DANA POINT,1,Yes,DANA POINT,27.17243026,885.25252888,240.5448387,7529.025145542508,7529.025145542508,MY2021-22,DANAPOINT,319,7529.025145542508,2401759.02142806
K01-12126-1 (K01S01),NA,NA,27708.32448,0.477926,DANA POINT,1,Yes,LAGUNA NIGUEL,72.82756974,885.25252888,644.7084728,20179.29933445749,20179.29933445749,MY2021-22,DANAPOINT,319,20179.29933445749,6437196.487691939
K01-12138-1 (K01TBN1),NA,NA,268.272,0.0344,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,90.83218137,90.83226167,268.272,268.272,MY2021-22,SULPHURCREEK,323,268.272,86651.856
K01-12155-1,NA,NA,0,4.4e-4,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,63.75808645,63.75814281,0,0,MY2021-22,DANAPOINT,319,0,0
K01-12159-2,NA,NA,5246.207999999999,0.154127,DANA POINT,1,Yes,DANA POINT,100,NA,NA,5246.207999999998,5246.207999999998,MY2021-22,DANAPOINT,319,5246.207999999998,1673540.3519999993
K01-12159-3,NA,NA,417.312,0.021493,DANA POINT,1,Yes,DANA POINT,100,NA,NA,417.31200000000007,417.31200000000007,MY2021-22,DANAPOINT,319,417.31200000000007,133122.52800000002
K01-12177-1 (K01P07),NA,NA,4419.036,0.246265,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,100,512.43104875,512.4315018,4419.036,4419.036,MY2021-22,SULPHURCREEK,323,4419.036,1427348.628
L01-218-4,NA,NA,1475.4959999999999,0.02282,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,37.33151421,37.33154721,1475.4959999999999,1475.4959999999999,MY2021-22,TRABUCO,304,1475.4959999999999,448550.784
L01-223-1 (L08TBN1),NA,NA,24.830063999999993,0.049092,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,4.285274231,136.87916674,5.865652846,1.0640363341328074,1.0640363341328074,MY2021-22,TRABUCO,304,1.0640363341328074,323.46704557637344
L01-223-1 (L08TBN1),NA,NA,24.830063999999993,0.049092,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,95.71472594,136.87916674,131.0136351,23.766027708326593,23.766027708326593,MY2021-22,TRABUCO,304,23.766027708326593,7224.872423331284
L01-303-4,NA,NA,1102.8959999999997,0.020775,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA,1102.8959999999997,1102.8959999999997,MY2021-22,TRABUCO,304,1102.8959999999997,335280.3839999999
L01-335-1,NA,NA,192.686364,0.01107,ORANGE CO,NA,Yes,ORANGE CO,79.80262992,442.4725473,353.1050416,153.7687859692241,153.7687859692241,MY2021-22,TRABUCO,304,153.7687859692241,46745.71093464413
L01-335-1,NA,NA,192.686364,0.01107,ORANGE CO,NA,Yes,RANCHO SANTA MARGARITA,20.19737008,442.4725473,89.36789689,38.91757803077589,38.91757803077589,MY2021-22,TRABUCO,304,38.91757803077589,11830.943721355872
L01-340-1,NA,NA,462.50837999999993,0.052773,ORANGE CO,1,Yes,ORANGE CO,98.78639742,169.47171779,167.4151527,456.8953663676037,456.8953663676037,MY2021-22,TRABUCO,304,456.8953663676037,138896.1913757515
L01-340-1,NA,NA,462.50837999999993,0.052773,ORANGE CO,1,Yes,RANCHO SANTA MARGARITA,1.213602575,169.47171779,2.05671495,5.613013609270784,5.613013609270784,MY2021-22,TRABUCO,304,5.613013609270784,1706.3561372183183
L01-391-3,NA,NA,1242.0099359999997,0.012479,ORANGE CO,NA,Yes,ORANGE CO,100,85.50832944,85.50840504,1242.0099359999997,1242.0099359999997,MY2021-22,TRABUCO,304,1242.0099359999997,377571.0205439999
L01-404-1,NA,NA,3268.3577759999994,0.08469,ORANGE CO,1,Yes,ORANGE CO,100,237.79044171,237.7906519,3268.357775999999,3268.357775999999,MY2021-22,TRABUCO,304,3268.357775999999,993580.7639039997
L01-404-2,NA,NA,1251.936,0.06365,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA,1251.936,1251.936,MY2021-22,TRABUCO,304,1251.936,380588.544
L01-414-2,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,6.92037064,6.920376761,0,0,MY2021-22,TRABUCO,304,0,0
L01-414-3,NA,NA,894.2399999999998,0.232035,ORANGE CO,NA,Yes,ORANGE CO,100.0000001,86.8482772,86.84835409,894.2400008942398,894.2400008942398,MY2021-22,TRABUCO,304,894.2400008942398,271848.9602718489
L01-458-1,NA,NA,0,6.75e-4,ORANGE CO,NA,Unknown,ORANGE CO,100,600.45529611,600.4558269,0,0,MY2021-22,PALISADES,313,0,0
L01-471-1,NA,NA,0,0.001375,ORANGE CO,NA,Unknown,ORANGE CO,100,319.331511,319.3317933,0,0,MY2021-22,PALISADES,313,0,0
L01-494-1,NA,NA,5350.535999999999,0.095255,ORANGE CO,NA,Yes,ORANGE CO,100,298.6999359,298.7002,5350.535999999998,5350.535999999998,MY2021-22,PALISADES,313,5350.535999999998,1674717.7679999995
L01-514-1,NA,NA,286.1568,0.019417,ORANGE CO,NA,Yes,ORANGE CO,100,267.40709935,267.4073357,286.1568,286.1568,MY2021-22,PALISADES,313,286.1568,89567.0784
L01-517-6,NA,NA,1102.8959999999997,0.02934,ORANGE CO,NA,Yes,ORANGE CO,100,13.85397146,13.85398371,1102.8959999999997,1102.8959999999997,MY2021-22,PALISADES,313,1102.8959999999997,345206.4479999999
L01-517-7,NA,NA,0,0.001777,ORANGE CO,NA,Unknown,ORANGE CO,100,141.90900182,141.9091273,0,0,MY2021-22,PALISADES,313,0,0
L01-556-1,NA,NA,685.2263039999999,0.004752,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,96.73680063,96.73688615,685.2263039999999,685.2263039999999,MY2021-22,PALISADES,313,685.2263039999999,214475.83315199998
L01-601-1,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,10.8002002,10.80020974,0,0,MY2021-22,DANAPOINT,319,0,0
L01-618-4,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,108.67944992,108.679546,0,0,MY2021-22,PALISADES,313,0,0
L01-618-5 (L01S09),NA,NA,244.48521599999998,0.018739,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,393.00595298,393.0063004,244.48521599999995,244.48521599999995,MY2021-22,PALISADES,313,244.48521599999995,76523.87260799999
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,DANA POINT,36.30009378,283.40904032,102.8778384,1536.9199507379778,1536.9199507379778,MY2021-22,DANAPOINT,319,1536.9199507379778,490277.46428541496
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,LAGUNA NIGUEL,25.77911591,283.40904032,73.0604096,1091.4692891591155,1091.4692891591155,MY2021-22,DANAPOINT,319,1091.4692891591155,348178.7032417579
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,37.92078556,283.40904032,107.4710295,1605.5388789913102,1605.5388789913102,MY2021-22,DANAPOINT,319,1605.5388789913102,512166.90239822795
L01-724-4 (L01P03),NA,NA,5156.0388,0.124156,SAN JUAN CAPISTRANO,1,Yes,LAGUNA NIGUEL,29.00896475,349.72191376,101.4507964,1495.7134779883231,1495.7134779883231,MY2021-22,PALISADES,313,1495.7134779883231,468158.31861034513
L01-724-4 (L01P03),NA,NA,5156.0388,0.124156,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,70.99103534,349.72191376,248.2714269,3660.325326652112,3660.325326652112,MY2021-22,PALISADES,313,3660.325326652112,1145681.827242111
L01-726-3,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,100,11.88573163,11.88574213,0,0,MY2021-22,DANAPOINT,319,0,0
L01-726-5,NA,NA,372.5999999999999,0.01097,DANA POINT,1,Yes,DANA POINT,93.73312978,68.90709888,64.58883753,349.24964156027994,349.24964156027994,MY2021-22,DANAPOINT,319,349.24964156027994,111410.6356577293
L01-726-5,NA,NA,372.5999999999999,0.01097,DANA POINT,1,Yes,SAN JUAN CAPISTRANO,6.26686923,68.90709888,4.318321595,23.350354750979996,23.350354750979996,MY2021-22,DANAPOINT,319,23.350354750979996,7448.763165562618
L01-726-6,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,90.70659762,6.21310567,5.635701739,0,0,MY2021-22,DANAPOINT,319,0,0
L01-726-6,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,9.293403178,6.21310567,0.57740947,0,0,MY2021-22,DANAPOINT,319,0,0
L01-726-7,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,100,5.74416805,5.744173127,0,0,MY2021-22,DANAPOINT,319,0,0
L01-726-8,NA,NA,343.92470399999996,4.8e-4,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,32.32890123,32.32892981,343.92470399999996,343.92470399999996,MY2021-22,DANAPOINT,319,343.92470399999996,109711.98057599999
L01-726-9,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,89.27240799,89.27248691,0,0,MY2021-22,DANAPOINT,319,0,0
L01-727-1 (L01S04),NA,NA,0,0.065621,DANA POINT,NA,Unknown,DANA POINT,92.73717517,458.4026999,425.1100906,0,0,MY2021-22,DANAPOINT,319,0,0
L01-727-1 (L01S04),NA,NA,0,0.065621,DANA POINT,NA,Unknown,LAGUNA NIGUEL,7.26282481,458.4026999,33.29301445,0,0,MY2021-22,DANAPOINT,319,0,0
L01-727-2,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,0.72723724,0.727237887,0,0,MY2021-22,DANAPOINT,319,0,0
L01-728-4,NA,NA,625.968,0.007,DANA POINT,NA,Unknown,DANA POINT,100,79.2189438,NA,625.968,625.968,MY2021-22,DANAPOINT,319,625.968,199683.792
L01-728-5 (L01-DP),NA,NA,476.928,0.012099,DANA POINT,1,Yes,DANA POINT,100,24.72372499,24.72374684,476.92800000000005,476.92800000000005,MY2021-22,DANAPOINT,319,476.92800000000005,152140.032
L01-728-6,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,4.46590424,4.465908189,0,0,MY2021-22,DANAPOINT,319,0,0
L01-728-8d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA,0,0,MY2021-22,DANAPOINT,319,0,0
L01-728-9,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA,0,0,MY2021-22,DANAPOINT,319,0,0
L01-730-1,NA,NA,357.69599999999997,0.023405,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,12.81955962,32.58238943,4.17692253,45.85505197835519,45.85505197835519,MY2021-22,TRABUCO,304,45.85505197835519,13939.935801419979
L01-730-1,NA,NA,357.69599999999997,0.023405,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,87.18044032,32.58238943,28.40549569,311.8409478070272,311.8409478070272,MY2021-22,TRABUCO,304,311.8409478070272,94799.64813333626
L01-731-1 (L08TBN2),NA,NA,52672.34563199999,0.356639,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,5.866443295,1093.30467632,64.13815558,3089.9932886476886,3089.9932886476886,MY2021-22,TRABUCO,304,3089.9932886476886,939357.9597488974
L01-731-1 (L08TBN2),NA,NA,52672.34563199999,0.356639,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,94.13355663,1093.30467632,1029.167486,49582.35230384804,49582.35230384804,MY2021-22,TRABUCO,304,49582.35230384804,15073035.100369805
L01-733-4,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,50.68731652,50.68736133,0,0,MY2021-22,TRABUCO,304,0,0
L01-733-5,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA,0,0,MY2021-22,TRABUCO,304,0,0
L01-733-7,NA,NA,3505.4207999999994,0.0588,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA,3505.4207999999994,3505.4207999999994,MY2021-22,TRABUCO,304,3505.4207999999994,1065647.9231999998
L01-747-2,NA,NA,1876.4583119999998,0.024409,SAN JUAN CAPISTRANO,NA,Yes,ORANGE CO,17.94560662,240.61672041,43.18016829,336.7418270598122,336.7418270598122,MY2021-22,PALISADES,313,336.7418270598122,105400.19186972121
L01-747-2,NA,NA,1876.4583119999998,0.024409,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,82.05439338,240.61672041,197.4367648,1539.7164849401875,1539.7164849401875,MY2021-22,PALISADES,313,1539.7164849401875,481931.25978627865
L01-748-1,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,99.91794386,99.91803219,0,0,MY2021-22,PALISADES,313,0,0
L01-749-3,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,41.93011742,41.93015449,0,0,MY2021-22,PALISADES,313,0,0
L01-749-5,NA,NA,0,0.008383,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA,0,0,MY2021-22,PALISADES,313,0,0
L01-760-1,NA,NA,365.148,0.015615,ORANGE CO,NA,Yes,ORANGE CO,100,33.51045004,33.51047967,365.148,365.148,MY2021-22,TRABUCO,304,365.148,111004.99200000001
L01-766-2 (L01S06),NA,NA,7397.048952000001,0.179334,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,99.99999998,245.40622496,245.4064419,7397.048950520591,7397.048950520591,MY2021-22,PALISADES,313,7397.048950520591,2315276.321512945
L01-766-3,NA,NA,178.84799999999998,0.00798,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,369.98019559,369.9805227,178.84799999999998,178.84799999999998,MY2021-22,PALISADES,313,178.84799999999998,55979.42399999999
L01-766-4,NA,NA,0,0.001979,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,25.87303207,25.87305495,0,0,MY2021-22,PALISADES,313,0,0
L01-766-5,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,63.97582891,63.97588547,0,0,MY2021-22,PALISADES,313,0,0
L01-766-8,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA,0,0,MY2021-22,PALISADES,313,0,0
L02-166-1 (L02PXX),NA,NA,3343.265279999999,0.041916,RANCHO SANTA MARGARITA,NA,Yes,MISSION VIEJO,5.462000754,77.28378749,4.221244787,182.60917480182016,182.60917480182016,MY2021-22,TRABUCO,304,182.60917480182016,55513.189139753325
L02-166-1 (L02PXX),NA,NA,3343.265279999999,0.041916,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,94.53799939,77.28378749,73.06261114,3160.6561100124804,3160.6561100124804,MY2021-22,TRABUCO,304,3160.6561100124804,960839.457443794
L02-166-2 (L02P25),NA,NA,3795.668748,0.243318,RANCHO SANTA MARGARITA,NA,Yes,MISSION VIEJO,33.47599172,363.95293383,121.8369617,1270.637755799108,1270.637755799108,MY2021-22,TRABUCO,304,1270.637755799108,386273.87776292884
L02-166-2 (L02P25),NA,NA,3795.668748,0.243318,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,66.5240082,363.95293383,242.1162936,2525.0309891643574,2525.0309891643574,MY2021-22,TRABUCO,304,2525.0309891643574,767609.4207059647
L02-166-3 (L02P26),NA,NA,1338.6623759999998,0.176934,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,0.561546905,494.68519995,2.777891884,7.517217140827462,7.517217140827462,MY2021-22,TRABUCO,304,7.517217140827462,2285.2340108115486
L02-166-3 (L02P26),NA,NA,1338.6623759999998,0.176934,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,99.43845321,494.68519995,491.907746,1331.145160398634,1331.145160398634,MY2021-22,TRABUCO,304,1331.145160398634,404668.12876118475
L02-204-1 (L02P45),NA,NA,632.317104,0.021742,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,53.98208335,53.98213107,632.317104,632.317104,MY2021-22,TRABUCO,304,632.317104,192224.39961599998
L02-246-1 (L11P01),NA,NA,4135.859999999999,0.046996,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,100,228.03010278,228.0303044,4135.859999999999,4135.859999999999,MY2021-22,TRABUCO,304,4135.859999999999,1257301.4399999997
L02-344-2,NA,NA,3576.959999999999,0.408144,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA,3576.9599999999987,3576.9599999999987,MY2021-22,ELTORO,309,3576.9599999999987,1105280.6399999997
