Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
L04-672-1,Total,"Selenium, Total",NA,19,ug/L
L04-672-1,Dissolved,"Selenium, Total",NA,19,ug/L
M01-042-1 (M01S01),Total,"Selenium, Total",NA,11.9,ug/L
M02-032-1,Total,"Selenium, Total",NA,2.3,ug/L
SC1-2,Total,"Selenium, Total",NA,3.1,ug/L
M02-085-1 (M02P06),Total,"Selenium, Total",NA,11.05,ug/L
M02-085-2,Total,"Selenium, Total",NA,3,ug/L
M01-042-1 (M01S01),Dissolved,"Selenium, Total",NA,12,ug/L
M02-032-1,Dissolved,"Selenium, Total",NA,2.4000000000000004,ug/L
SC1-2,Dissolved,"Selenium, Total",NA,3.3,ug/L
M02-085-1 (M02P06),Dissolved,"Selenium, Total",NA,11.45,ug/L
M02-085-2,Dissolved,"Selenium, Total",NA,2.8499999999999996,ug/L
L01-731-1 (L08TBN2),Total,"Selenium, Total",<,0.53,ug/L
L01-731-1 (L08TBN2),Dissolved,"Selenium, Total",<,0.54,ug/L
L01-726-5,Total,"Selenium, Total",NA,1.5,ug/L
L01-728-5 (L01-DP),Total,"Selenium, Total",<,0.385,ug/L
L01-726-5,Dissolved,"Selenium, Total",NA,1.5,ug/L
L01-728-5 (L01-DP),Dissolved,"Selenium, Total",<,0.405,ug/L
L04-266-5,Total,"Silver, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Total,"Silver, Total",<,0.1,ug/L
L04-266-5,Dissolved,"Silver, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Dissolved,"Silver, Total",<,0.1,ug/L
L03-418-8,Total,"Silver, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Total,"Silver, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Total,"Silver, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Total,"Silver, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Total,"Silver, Total",<,0.1,ug/L
L03-418-8,Dissolved,"Silver, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Silver, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Dissolved,"Silver, Total",<,0.1,ug/L
L03-662-3 (L03P16),Total,"Silver, Total",<,0.1,ug/L
L03-214-2 (L03P18),Total,"Silver, Total",<,0.1,ug/L
L03-316-3 (L03P12),Total,"Silver, Total",<,0.1,ug/L
L03-662-3 (L03P16),Dissolved,"Silver, Total",<,0.1,ug/L
L03-214-2 (L03P18),Dissolved,"Silver, Total",<,0.1,ug/L
L03-316-3 (L03P12),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Total,"Silver, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Total,"Silver, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Total,"Silver, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Dissolved,"Silver, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Total,"Silver, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Total,"Silver, Total",<,0.1,ug/L
J01-9082-2,Total,"Silver, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Dissolved,"Silver, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9082-2,Dissolved,"Silver, Total",<,0.1,ug/L
I01-11010-1,Total,"Silver, Total",<,0.1,ug/L
I00-11468-1,Total,"Silver, Total",<,0.1,ug/L
I01-11010-1,Dissolved,"Silver, Total",<,0.1,ug/L
I00-11468-1,Dissolved,"Silver, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Total,"Silver, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Dissolved,"Silver, Total",<,0.1,ug/L
L01-749-2,Total,"Silver, Total",<,0.1,ug/L
L05-503-1,Total,"Silver, Total",<,0.1,ug/L
L01-724-4 (L01P03),Total,"Silver, Total",<,0.1,ug/L
L01-724-1 (L01S01),Total,"Silver, Total",<,0.1,ug/L
L01-749-2,Dissolved,"Silver, Total",<,0.1,ug/L
L05-503-1,Dissolved,"Silver, Total",<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,"Silver, Total",<,0.1,ug/L
L01-724-1 (L01S01),Dissolved,"Silver, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Total,"Silver, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Total,"Silver, Total",<,0.1,ug/L
K01-12159-2,Total,"Silver, Total",<,0.1,ug/L
K01-12159-3,Total,"Silver, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,"Silver, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Dissolved,"Silver, Total",<,0.1,ug/L
K01-12159-2,Dissolved,"Silver, Total",<,0.1,ug/L
K01-12159-3,Dissolved,"Silver, Total",<,0.1,ug/L
L05-489-3,Total,"Silver, Total",<,0.1,ug/L
L05-049-1,Total,"Silver, Total",<,0.1,ug/L
L02-374-1 (L02P50),Total,"Silver, Total",<,0.1,ug/L
L05-489-3,Dissolved,"Silver, Total",<,0.1,ug/L
L05-049-1,Dissolved,"Silver, Total",<,0.1,ug/L
L02-374-1 (L02P50),Dissolved,"Silver, Total",<,0.1,ug/L
L01-404-1,Total,"Silver, Total",<,0.1,ug/L
L01-340-1,Total,"Silver, Total",<,0.1,ug/L
L01-404-1,Dissolved,"Silver, Total",<,0.1,ug/L
L01-340-1,Dissolved,"Silver, Total",<,0.1,ug/L
L02-246-1 (L11P01),Total,"Silver, Total",<,0.1,ug/L
L02-641-1,Total,"Silver, Total",<,0.1,ug/L
L02-641-2,Total,"Silver, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Total,"Silver, Total",<,0.1,ug/L
L02-166-3 (L02P26),Total,"Silver, Total",<,0.1,ug/L
L02-246-1 (L11P01),Dissolved,"Silver, Total",<,0.1,ug/L
L02-641-1,Dissolved,"Silver, Total",<,0.1,ug/L
L02-641-2,Dissolved,"Silver, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Silver, Total",<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,"Silver, Total",<,0.1,ug/L
L04-672-1,Total,"Silver, Total",<,0.1,ug/L
L04-672-1,Dissolved,"Silver, Total",<,0.1,ug/L
M01-042-1 (M01S01),Total,"Silver, Total",<,0.1,ug/L
M02-032-1,Total,"Silver, Total",<,0.1,ug/L
SC1-2,Total,"Silver, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Silver, Total",<,0.1,ug/L
M02-085-2,Total,"Silver, Total",<,0.1,ug/L
M01-042-1 (M01S01),Dissolved,"Silver, Total",<,0.1,ug/L
M02-032-1,Dissolved,"Silver, Total",<,0.1,ug/L
SC1-2,Dissolved,"Silver, Total",<,0.1,ug/L
M02-085-1 (M02P06),Dissolved,"Silver, Total",<,0.1,ug/L
M02-085-2,Dissolved,"Silver, Total",<,0.1,ug/L
L01-726-5,Total,"Silver, Total",<,0.1,ug/L
L01-726-5,Dissolved,"Silver, Total",<,0.1,ug/L
L04-266-5,Total,"Thallium, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Total,"Thallium, Total",<,0.1,ug/L
L04-266-5,Dissolved,"Thallium, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-418-8,Total,"Thallium, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Total,"Thallium, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Total,"Thallium, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Total,"Thallium, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Total,"Thallium, Total",<,0.1,ug/L
L03-418-8,Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Thallium, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-662-3 (L03P16),Total,"Thallium, Total",<,0.1,ug/L
L03-214-2 (L03P18),Total,"Thallium, Total",<,0.1,ug/L
L03-316-3 (L03P12),Total,"Thallium, Total",<,0.1,ug/L
L03-662-3 (L03P16),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-214-2 (L03P18),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-316-3 (L03P12),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Total,"Thallium, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Total,"Thallium, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Total,"Thallium, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Dissolved,"Thallium, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Total,"Thallium, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Total,"Thallium, Total",<,0.1,ug/L
J01-9082-2,Total,"Thallium, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Dissolved,"Thallium, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9082-2,Dissolved,"Thallium, Total",<,0.1,ug/L
I01-11010-1,Total,"Thallium, Total",<,0.1,ug/L
I00-11468-1,Total,"Thallium, Total",<,0.1,ug/L
I01-11010-1,Dissolved,"Thallium, Total",<,0.1,ug/L
I00-11468-1,Dissolved,"Thallium, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Total,"Thallium, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-749-2,Total,"Thallium, Total",<,0.1,ug/L
L05-503-1,Total,"Thallium, Total",<,0.1,ug/L
L01-724-4 (L01P03),Total,"Thallium, Total",<,0.1,ug/L
L01-724-1 (L01S01),Total,"Thallium, Total",<,0.1,ug/L
L01-749-2,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-503-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-724-1 (L01S01),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Total,"Thallium, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Total,"Thallium, Total",<,0.1,ug/L
K01-12159-2,Total,"Thallium, Total",<,0.1,ug/L
K01-12159-3,Total,"Thallium, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12159-2,Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12159-3,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-489-3,Total,"Thallium, Total",<,0.1,ug/L
L05-049-1,Total,"Thallium, Total",<,0.1,ug/L
L02-374-1 (L02P50),Total,"Thallium, Total",<,0.1,ug/L
L05-489-3,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-049-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-374-1 (L02P50),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-404-1,Total,"Thallium, Total",<,0.1,ug/L
L01-340-1,Total,"Thallium, Total",<,0.1,ug/L
L01-404-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-340-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-246-1 (L11P01),Total,"Thallium, Total",NA,0.24,ug/L
L02-641-1,Total,"Thallium, Total",NA,0.20500000000000002,ug/L
L02-641-2,Total,"Thallium, Total",NA,0.15000000000000002,ug/L
L01-731-1 (L08TBN2),Total,"Thallium, Total",<,0.1,ug/L
L02-166-3 (L02P26),Total,"Thallium, Total",<,0.1,ug/L
L02-246-1 (L11P01),Dissolved,"Thallium, Total",<,0.1,ug/L
L02-641-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-641-2,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Thallium, Total",<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,"Thallium, Total",<,0.1,ug/L
L04-672-1,Total,"Thallium, Total",NA,0.22000000000000003,ug/L
L04-672-1,Dissolved,"Thallium, Total",NA,0.22000000000000003,ug/L
M01-042-1 (M01S01),Total,"Thallium, Total",<,0.1,ug/L
M02-032-1,Total,"Thallium, Total",<,0.1,ug/L
SC1-2,Total,"Thallium, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Thallium, Total",<,0.22999999999999998,ug/L
M02-085-2,Total,"Thallium, Total",<,0.22000000000000003,ug/L
M01-042-1 (M01S01),Dissolved,"Thallium, Total",<,0.2,ug/L
M02-032-1,Dissolved,"Thallium, Total",<,0.1,ug/L
SC1-2,Dissolved,"Thallium, Total",<,0.1,ug/L
M02-085-1 (M02P06),Dissolved,"Thallium, Total",<,0.1,ug/L
M02-085-2,Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12156-4 (SCNK01),Total,"Thallium, Total",<,0.1,ug/L
L04-672-1,Total,"Thallium, Total",<,0.22000000000000003,ug/L
L04-672-1,Dissolved,"Thallium, Total",<,0.22000000000000003,ug/L
L02-246-1 (L11P01),Total,"Thallium, Total",<,0.24,ug/L
L02-641-1,Total,"Thallium, Total",<,0.20500000000000002,ug/L
L02-641-2,Total,"Thallium, Total",<,0.15000000000000002,ug/L
L01-726-5,Total,"Thallium, Total",<,0.1,ug/L
L01-726-5,Dissolved,"Thallium, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Thallium, Total",NA,0.22999999999999998,ug/L
M02-085-2,Total,"Thallium, Total",NA,0.22000000000000003,ug/L
M01-042-1 (M01S01),Dissolved,"Thallium, Total",NA,0.2,ug/L
L04-266-5,Total,Total Organic Carbon (TOC),NA,5.75,mg/L
I01-11343-2 (I02P18),Total,Total Organic Carbon (TOC),NA,41.5,mg/L
L03-418-8,Total,Total Organic Carbon (TOC),NA,7.8,mg/L
K01-12177-1 (K01P07),Total,Total Organic Carbon (TOC),NA,5.75,mg/L
J03-9221-1 (J03P02),Total,Total Organic Carbon (TOC),NA,7.949999999999999,mg/L
J01-9224-1 (J01P24),Total,Total Organic Carbon (TOC),NA,6.5,mg/L
J01-9224-2 (J01P25),Total,Total Organic Carbon (TOC),NA,1.7000000000000002,mg/L
L03-662-3 (L03P16),Total,Total Organic Carbon (TOC),NA,10.4,mg/L
L03-214-2 (L03P18),Total,Total Organic Carbon (TOC),NA,13,mg/L
L03-316-3 (L03P12),Total,Total Organic Carbon (TOC),NA,8.3,mg/L
J01-9992-1 (J01P27),Total,Total Organic Carbon (TOC),NA,10.55,mg/L
J01-9131-1 (J01P28),Total,Total Organic Carbon (TOC),NA,25.5,mg/L
J01-9007-1 (J02P05),Total,Total Organic Carbon (TOC),NA,3.75,mg/L
J06-10011-1 (J06P01),Total,Total Organic Carbon (TOC),NA,3.5999999999999996,mg/L
J06-9079-1 (J06P03),Total,Total Organic Carbon (TOC),NA,10.5,mg/L
J01-9082-2,Total,Total Organic Carbon (TOC),NA,6.2,mg/L
I01-11010-1,Total,Total Organic Carbon (TOC),NA,3.55,mg/L
I00-11468-1,Total,Total Organic Carbon (TOC),NA,8.7,mg/L
J01-10004-1 (J01P01),Total,Total Organic Carbon (TOC),NA,5.9,mg/L
L01-749-2,Total,Total Organic Carbon (TOC),NA,12.5,mg/L
L05-503-1,Total,Total Organic Carbon (TOC),NA,6.050000000000001,mg/L
L01-724-4 (L01P03),Total,Total Organic Carbon (TOC),NA,8.9,mg/L
L01-724-1 (L01S01),Total,Total Organic Carbon (TOC),NA,10.35,mg/L
L01-728-5 (L01-DP),Total,Total Organic Carbon (TOC),NA,4,mg/L
K01-12126-1 (K01S01),Total,Total Organic Carbon (TOC),NA,8.7,mg/L
K01-12159-2,Total,Total Organic Carbon (TOC),NA,8,mg/L
K01-12159-3,Total,Total Organic Carbon (TOC),NA,9.35,mg/L
L05-489-3,Total,Total Organic Carbon (TOC),NA,12,mg/L
L05-049-1,Total,Total Organic Carbon (TOC),NA,7.7,mg/L
L02-374-1 (L02P50),Total,Total Organic Carbon (TOC),NA,7.8,mg/L
L01-404-1,Total,Total Organic Carbon (TOC),NA,10.15,mg/L
L01-340-1,Total,Total Organic Carbon (TOC),NA,8.100000000000001,mg/L
L02-246-1 (L11P01),Total,Total Organic Carbon (TOC),NA,9.05,mg/L
L02-641-1,Total,Total Organic Carbon (TOC),NA,7.1,mg/L
L02-641-2,Total,Total Organic Carbon (TOC),NA,11.5,mg/L
L01-731-1 (L08TBN2),Total,Total Organic Carbon (TOC),NA,9.6,mg/L
L02-166-3 (L02P26),Total,Total Organic Carbon (TOC),NA,5.9,mg/L
L04-672-1,Total,Total Organic Carbon (TOC),NA,5.6,mg/L
M01-042-1 (M01S01),Total,Total Organic Carbon (TOC),NA,15,mg/L
M02-032-1,Total,Total Organic Carbon (TOC),NA,13.5,mg/L
SC1-2,Total,Total Organic Carbon (TOC),NA,11.85,mg/L
M02-085-1 (M02P06),Total,Total Organic Carbon (TOC),NA,15.5,mg/L
M02-085-2,Total,Total Organic Carbon (TOC),NA,13,mg/L
L01-726-5,Total,Total Organic Carbon (TOC),NA,8.8,mg/L
L04-266-5,Total,"Zinc, Total",<,5,ug/L
I01-11343-2 (I02P18),Total,"Zinc, Total",NA,27.5,ug/L
L04-266-5,Dissolved,"Zinc, Total",<,5,ug/L
I01-11343-2 (I02P18),Dissolved,"Zinc, Total",NA,18.5,ug/L
L03-418-8,Total,"Zinc, Total",NA,18.5,ug/L
K01-12177-1 (K01P07),Total,"Zinc, Total",<,5,ug/L
J03-9221-1 (J03P02),Total,"Zinc, Total",NA,17,ug/L
J01-9224-1 (J01P24),Total,"Zinc, Total",NA,25.5,ug/L
J01-9224-2 (J01P25),Total,"Zinc, Total",<,5,ug/L
L03-418-8,Dissolved,"Zinc, Total",NA,16,ug/L
K01-12177-1 (K01P07),Dissolved,"Zinc, Total",<,5,ug/L
J03-9221-1 (J03P02),Dissolved,"Zinc, Total",NA,16.5,ug/L
J01-9224-1 (J01P24),Dissolved,"Zinc, Total",NA,13.5,ug/L
J01-9224-2 (J01P25),Dissolved,"Zinc, Total",<,5,ug/L
L03-662-3 (L03P16),Total,"Zinc, Total",<,5,ug/L
L03-214-2 (L03P18),Total,"Zinc, Total",NA,26,ug/L
L03-316-3 (L03P12),Total,"Zinc, Total",<,23,ug/L
L03-662-3 (L03P16),Dissolved,"Zinc, Total",<,5,ug/L
L03-214-2 (L03P18),Dissolved,"Zinc, Total",NA,15,ug/L
L03-316-3 (L03P12),Dissolved,"Zinc, Total",<,5,ug/L
J01-9992-1 (J01P27),Total,"Zinc, Total",NA,26,ug/L
J01-9131-1 (J01P28),Total,"Zinc, Total",NA,135.5,ug/L
J01-9007-1 (J02P05),Total,"Zinc, Total",NA,16.5,ug/L
J01-9992-1 (J01P27),Dissolved,"Zinc, Total",NA,25,ug/L
J01-9131-1 (J01P28),Dissolved,"Zinc, Total",NA,123.5,ug/L
J01-9007-1 (J02P05),Dissolved,"Zinc, Total",NA,16.5,ug/L
J06-10011-1 (J06P01),Total,"Zinc, Total",NA,8,ug/L
J06-9079-1 (J06P03),Total,"Zinc, Total",NA,10.5,ug/L
J01-9082-2,Total,"Zinc, Total",NA,12,ug/L
J06-10011-1 (J06P01),Dissolved,"Zinc, Total",NA,7.5,ug/L
J06-9079-1 (J06P03),Dissolved,"Zinc, Total",NA,8,ug/L
J01-9082-2,Dissolved,"Zinc, Total",<,16.5,ug/L
I01-11010-1,Total,"Zinc, Total",<,5,ug/L
I00-11468-1,Total,"Zinc, Total",<,5,ug/L
I01-11010-1,Dissolved,"Zinc, Total",<,5,ug/L
I00-11468-1,Dissolved,"Zinc, Total",<,5,ug/L
J01-10004-1 (J01P01),Total,"Zinc, Total",NA,10,ug/L
J01-10004-1 (J01P01),Dissolved,"Zinc, Total",<,5,ug/L
L01-749-2,Total,"Zinc, Total",NA,11.5,ug/L
L05-503-1,Total,"Zinc, Total",<,5,ug/L
L01-724-4 (L01P03),Total,"Zinc, Total",NA,16.5,ug/L
L01-724-1 (L01S01),Total,"Zinc, Total",<,5,ug/L
L01-749-2,Dissolved,"Zinc, Total",<,5,ug/L
L05-503-1,Dissolved,"Zinc, Total",<,5,ug/L
L01-724-4 (L01P03),Dissolved,"Zinc, Total",NA,14.5,ug/L
L01-724-1 (L01S01),Dissolved,"Zinc, Total",<,5,ug/L
L01-728-5 (L01-DP),Total,"Zinc, Total",<,8.5,ug/L
K01-12126-1 (K01S01),Total,"Zinc, Total",NA,14.5,ug/L
K01-12159-2,Total,"Zinc, Total",NA,24.5,ug/L
K01-12159-3,Total,"Zinc, Total",NA,13,ug/L
L01-728-5 (L01-DP),Dissolved,"Zinc, Total",<,5,ug/L
K01-12126-1 (K01S01),Dissolved,"Zinc, Total",NA,7.5,ug/L
K01-12159-2,Dissolved,"Zinc, Total",NA,15.5,ug/L
K01-12159-3,Dissolved,"Zinc, Total",NA,11,ug/L
L05-489-3,Total,"Zinc, Total",<,5,ug/L
L05-049-1,Total,"Zinc, Total",NA,11.5,ug/L
L02-374-1 (L02P50),Total,"Zinc, Total",NA,11.5,ug/L
L05-489-3,Dissolved,"Zinc, Total",<,5,ug/L
L05-049-1,Dissolved,"Zinc, Total",NA,15,ug/L
L02-374-1 (L02P50),Dissolved,"Zinc, Total",NA,11.5,ug/L
L01-404-1,Total,"Zinc, Total",<,10,ug/L
L01-340-1,Total,"Zinc, Total",<,5,ug/L
L01-404-1,Dissolved,"Zinc, Total",<,10,ug/L
L01-340-1,Dissolved,"Zinc, Total",<,7.5,ug/L
L02-246-1 (L11P01),Total,"Zinc, Total",<,10.5,ug/L
L02-641-1,Total,"Zinc, Total",NA,15,ug/L
L02-641-2,Total,"Zinc, Total",NA,9,ug/L
L01-731-1 (L08TBN2),Total,"Zinc, Total",NA,9,ug/L
L02-166-3 (L02P26),Total,"Zinc, Total",<,7.5,ug/L
L02-246-1 (L11P01),Dissolved,"Zinc, Total",<,11,ug/L
L02-641-1,Dissolved,"Zinc, Total",NA,16,ug/L
L02-641-2,Dissolved,"Zinc, Total",NA,11.5,ug/L
L01-731-1 (L08TBN2),Dissolved,"Zinc, Total",<,5,ug/L
L02-166-3 (L02P26),Dissolved,"Zinc, Total",<,5,ug/L
L04-672-1,Total,"Zinc, Total",<,9.5,ug/L
L04-672-1,Dissolved,"Zinc, Total",<,9.5,ug/L
M01-042-1 (M01S01),Total,"Zinc, Total",NA,555,ug/L
M02-032-1,Total,"Zinc, Total",NA,17,ug/L
SC1-2,Total,"Zinc, Total",NA,18.5,ug/L
M02-085-1 (M02P06),Total,"Zinc, Total",NA,38,ug/L
M02-085-2,Total,"Zinc, Total",NA,10.5,ug/L
M01-042-1 (M01S01),Dissolved,"Zinc, Total",NA,550,ug/L
M02-032-1,Dissolved,"Zinc, Total",NA,9.5,ug/L
SC1-2,Dissolved,"Zinc, Total",NA,14.5,ug/L
M02-085-1 (M02P06),Dissolved,"Zinc, Total",NA,39,ug/L
M02-085-2,Dissolved,"Zinc, Total",NA,8,ug/L
L03-316-3 (L03P12),Total,"Zinc, Total",NA,23,ug/L
J01-10004-1 (J01P01),Total,"Zinc, Total",<,10,ug/L
J06-9079-1 (J06P03),Total,"Zinc, Total",<,10.5,ug/L
J06-10011-1 (J06P01),Total,"Zinc, Total",<,8,ug/L
J06-9079-1 (J06P03),Dissolved,"Zinc, Total",<,8,ug/L
J06-10011-1 (J06P01),Dissolved,"Zinc, Total",<,7.5,ug/L
J01-9082-2,Dissolved,"Zinc, Total",NA,16.5,ug/L
L04-672-1,Total,"Zinc, Total",NA,9.5,ug/L
L04-672-1,Dissolved,"Zinc, Total",NA,9.5,ug/L
L01-404-1,Total,"Zinc, Total",NA,10,ug/L
L01-340-1,Dissolved,"Zinc, Total",NA,7.5,ug/L
L01-404-1,Dissolved,"Zinc, Total",NA,10,ug/L
L02-246-1 (L11P01),Total,"Zinc, Total",NA,10.5,ug/L
L02-641-2,Total,"Zinc, Total",<,9,ug/L
L01-731-1 (L08TBN2),Total,"Zinc, Total",<,9,ug/L
L02-166-3 (L02P26),Total,"Zinc, Total",NA,7.5,ug/L
L02-246-1 (L11P01),Dissolved,"Zinc, Total",NA,11,ug/L
L02-641-2,Dissolved,"Zinc, Total",<,11.5,ug/L
L05-049-1,Total,"Zinc, Total",<,11.5,ug/L
L02-374-1 (L02P50),Total,"Zinc, Total",<,11.5,ug/L
L05-049-1,Dissolved,"Zinc, Total",<,15,ug/L
L02-374-1 (L02P50),Dissolved,"Zinc, Total",<,11.5,ug/L
L01-726-5,Total,"Zinc, Total",NA,10,ug/L
L01-728-5 (L01-DP),Total,"Zinc, Total",NA,8.5,ug/L
L01-726-5,Dissolved,"Zinc, Total",<,5,ug/L
K01-12126-1 (K01S01),Dissolved,"Zinc, Total",<,7.5,ug/L
M02-085-2,Total,"Zinc, Total",<,10.5,ug/L
M02-032-1,Dissolved,"Zinc, Total",<,9.5,ug/L
M02-085-2,Dissolved,"Zinc, Total",<,8,ug/L
L04-266-5,Total,"Ammonia, as Nitrogen",NA,0.08499999999999999,mg/L
I01-11343-2 (I02P18),Total,"Ammonia, as Nitrogen",NA,0.49,mg/L
L03-418-8,Total,"Ammonia, as Nitrogen",NA,0.52,mg/L
K01-12177-1 (K01P07),Total,"Ammonia, as Nitrogen",<,0.10500000000000001,mg/L
J03-9221-1 (J03P02),Total,"Ammonia, as Nitrogen",<,0.135,mg/L
J01-9224-1 (J01P24),Total,"Ammonia, as Nitrogen",NA,0.505,mg/L
J01-9224-2 (J01P25),Total,"Ammonia, as Nitrogen",<,0.10500000000000001,mg/L
L03-662-3 (L03P16),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L03-214-2 (L03P18),Total,"Ammonia, as Nitrogen",<,0.26,mg/L
L03-316-3 (L03P12),Total,"Ammonia, as Nitrogen",<,0.07500000000000001,mg/L
J01-9992-1 (J01P27),Total,"Ammonia, as Nitrogen",NA,1.345,mg/L
J01-9131-1 (J01P28),Total,"Ammonia, as Nitrogen",NA,3.185,mg/L
J01-9007-1 (J02P05),Total,"Ammonia, as Nitrogen",NA,0.15500000000000003,mg/L
J06-10011-1 (J06P01),Total,"Ammonia, as Nitrogen",NA,0.08,mg/L
J06-9079-1 (J06P03),Total,"Ammonia, as Nitrogen",NA,0.15000000000000002,mg/L
J01-9082-2,Total,"Ammonia, as Nitrogen",NA,2.9699999999999998,mg/L
I01-11010-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
I00-11468-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
J01-10004-1 (J01P01),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L01-749-2,Total,"Ammonia, as Nitrogen",<,0.13,mg/L
L05-503-1,Total,"Ammonia, as Nitrogen",<,0.22999999999999998,mg/L
L01-724-4 (L01P03),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L01-724-1 (L01S01),Total,"Ammonia, as Nitrogen",<,0.08499999999999999,mg/L
L01-728-5 (L01-DP),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
K01-12126-1 (K01S01),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
K01-12159-2,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
