Station,date,Flow_cfs_md
J01-9046-2,2021-10-31,0.001
J01-9046-2,2021-11-01,0.001
J01-9046-2,2021-11-02,0.002
J01-9046-2,2021-11-03,0.002
J01-9046-2,2021-11-04,0.003
J01-9046-2,2021-11-05,0.002
J01-9046-2,2021-11-07,0.001
J01-9046-2,2021-11-08,0.002
J01-9046-2,2021-11-09,0.003
J01-9046-2,2021-11-10,0.001
J01-9046-2,2021-11-11,0.002
J01-9046-2,2021-11-12,0.001
J01-9046-2,2021-11-13,0.001
J01-9046-2,2021-11-14,0.001
J01-9046-2,2021-11-15,0
J01-9046-2,2021-11-16,0.004
J01-9046-2,2021-11-17,0
J01-9046-2,2021-11-18,0.001
J01-9046-2,2021-11-19,0.001
J01-9046-2,2021-11-20,0
J01-9046-2,2021-11-21,0.001
J01-9046-2,2021-11-22,0
J01-9046-2,2021-11-23,0.001
J01-9046-2,2021-11-24,0.026
J01-9046-2,2021-11-25,0.385
J01-9046-2,2021-11-26,0.392
J01-9046-2,2021-11-27,0.001
J01-9046-2,2021-11-28,0.002
J01-9046-2,2021-11-29,0.001
J01-9046-2,2021-11-30,0.001
J01-9046-2,2021-12-01,0.002
J01-9046-2,2021-12-02,0.002
J01-9046-2,2021-12-03,0.002
J01-9046-2,2021-12-04,0.001
J01-9046-2,2021-12-05,0.002
J01-9046-2,2021-12-06,0.001
J01-9046-2,2021-12-07,0.003
J01-9046-2,2021-12-08,0.002
J01-9046-2,2021-12-09,0.044
J01-9046-2,2021-12-10,0.001
J01-9046-2,2021-12-11,0
J01-9046-2,2021-12-12,0.001
J01-9046-2,2021-12-13,0.002
J01-9046-2,2021-12-14,1.53
J01-9046-2,2021-12-15,0.001
J01-9046-2,2021-12-16,0.007
J01-9046-2,2021-12-17,0.001
J01-9046-2,2021-12-18,0
J01-9046-2,2021-12-19,0
J01-9046-2,2021-12-20,0.001
J01-9046-2,2021-12-21,0.001
J01-9046-2,2021-12-22,0.001
J01-9046-2,2021-12-23,0.468
J01-9046-2,2021-12-24,0.217
J01-9046-2,2021-12-25,0.022
J01-9046-2,2021-12-26,0.077
J01-9046-2,2021-12-27,0.028
J01-9046-2,2021-12-28,0.001
J01-9046-2,2021-12-29,0.107
J01-9046-2,2021-12-30,0.127
J01-9046-2,2021-12-31,0.002
J01-9046-2,2022-01-01,0
J01-9046-2,2022-01-02,0.001
J01-9046-2,2022-01-03,0
J01-9046-2,2022-01-04,0
J01-9046-2,2022-01-05,0
J01-9046-2,2022-01-06,0.001
J01-9046-2,2022-01-07,0.001
J01-9046-2,2022-01-08,0.001
J01-9046-2,2022-01-09,0.001
J01-9046-2,2022-01-10,0.001
J01-9046-2,2022-01-11,0.001
J01-9046-2,2022-01-12,0.001
J01-9046-2,2022-01-13,0.001
J01-9046-2,2022-01-14,0.001
J01-9046-2,2022-01-15,0.001
J01-9046-2,2022-01-16,0.001
J01-9046-2,2022-01-17,0.003
J01-9046-2,2022-01-18,0.001
J01-9046-2,2022-01-19,0.001
J01-9046-2,2022-01-20,0.001
J01-9046-2,2022-01-21,0.069
J01-9046-2,2022-01-22,1.83
J01-9046-2,2022-01-23,2.45
J01-9046-2,2022-01-24,0.025
J01-9046-2,2022-01-25,0
J01-9046-2,2022-01-26,0
J01-9046-2,2022-01-27,0
J01-9046-2,2022-01-28,0
J01-9046-2,2022-01-29,0
J01-9046-2,2022-01-30,0
J01-9046-2,2022-01-31,0
J01-9046-2,2022-02-01,0
J01-9046-2,2022-02-02,0.037
J01-9046-2,2022-02-03,0
J01-9046-2,2022-02-04,0
J01-9046-2,2022-02-05,0
J01-9046-2,2022-02-06,0.016
J01-9046-2,2022-02-07,0
J01-9046-2,2022-02-08,0.001
J01-9046-2,2022-02-09,0
J01-9046-2,2022-02-10,0.406
J01-9046-2,2022-02-11,0.059
J01-9046-2,2022-02-12,0
J01-9046-2,2022-02-13,0
J01-9046-2,2022-02-14,0
J01-9046-2,2022-02-15,0.084
J01-9046-2,2022-02-16,0
J01-9046-2,2022-02-17,0
J01-9046-2,2022-02-18,0
J01-9046-2,2022-02-19,0
J01-9046-2,2022-02-20,0
J01-9046-2,2022-02-21,0
J01-9046-2,2022-02-22,0.003
J01-9046-2,2022-02-23,0.002
J01-9046-2,2022-02-24,0
J01-9046-2,2022-02-25,0
J01-9046-2,2022-02-26,0
J01-9046-2,2022-02-27,0
J01-9046-2,2022-02-28,0
J01-9046-2,2022-03-01,0
J01-9046-2,2022-03-02,0
J01-9046-2,2022-03-03,0.015
J01-9046-2,2022-03-04,0
J01-9046-2,2022-03-05,0.003
J01-9046-2,2022-03-06,0
J01-9046-2,2022-03-07,0
J01-9046-2,2022-03-08,0
J01-9046-2,2022-03-09,0
J01-9046-2,2022-03-10,0
J01-9046-2,2022-03-11,0
J01-9046-2,2022-03-12,0
J01-9046-2,2022-03-13,0
J01-9046-2,2022-03-14,0
J01-9046-2,2022-03-15,0
J01-9046-2,2022-03-16,0
J01-9046-2,2022-03-17,0
J01-9046-2,2022-03-18,0
J01-9046-2,2022-03-19,0.004
J01-9046-2,2022-03-20,0.011
J01-9046-2,2022-03-21,0
J01-9046-2,2022-03-22,0
J01-9046-2,2022-03-23,0
J01-9046-2,2022-03-24,0
J01-9046-2,2022-03-25,0
J01-9046-2,2022-03-26,0
J01-9046-2,2022-03-27,0
J01-9046-2,2022-03-28,0.975
J01-9046-2,2022-03-29,0
J01-9046-2,2022-03-30,0
J01-9046-2,2022-03-31,0
J01-9046-2,2022-04-01,0
J01-9046-2,2022-04-02,0
J01-9046-2,2022-04-03,0
J01-9046-2,2022-04-04,0
J01-9046-2,2022-04-05,0
J01-9046-2,2022-04-06,0
J01-9046-2,2022-04-07,0
J01-9046-2,2022-04-08,0
J01-9046-2,2022-04-09,0
J01-9046-2,2022-04-10,0
J01-9046-2,2022-04-11,0
J01-9046-2,2022-04-12,1.09
J01-9046-2,2022-04-13,14
J01-9046-2,2022-04-14,14
J01-9046-2,2022-04-15,13.9
J01-9046-2,2022-04-16,13.9
J01-9046-2,2022-04-17,13.8
J01-9046-2,2022-04-18,13.9
J01-9046-2,2022-04-19,13.8
J01-9046-2,2022-04-20,14
J01-9046-2,2022-04-21,13.9
J01-9046-2,2022-04-22,13.7
J01-9046-2,2022-04-23,13.9
J01-9046-2,2022-04-24,14.1
J01-9046-2,2022-04-25,14.3
J01-9046-2,2022-04-26,14
J01-9046-2,2022-04-27,13.9
J01-9046-2,2022-04-28,13.8
J01-9046-2,2022-04-29,13.8
J01-9046-2,2022-04-30,13.9
J01-9046-2,2022-05-01,13.9
J01-9046-2,2022-05-02,13.9
J01-9046-2,2022-05-03,13.8
J01-9046-2,2022-05-04,13.8
J01-9046-2,2022-05-05,13.8
J01-9046-2,2022-05-06,13.9
J01-9046-2,2022-05-07,14
J01-9046-2,2022-05-08,13.9
J01-9046-2,2022-05-09,13.7
J01-9046-2,2022-05-10,13.9
J01-9046-2,2022-05-11,14
J01-9046-2,2022-05-12,14.1
J01-9046-2,2022-05-13,14.2
J01-9046-2,2022-05-14,14.2
J01-9046-2,2022-05-15,14
J01-9046-2,2022-05-16,13.9
J01-9046-2,2022-05-17,14
J01-9046-2,2022-05-18,5.46
J01-9046-2,2022-05-19,0.013
J01-9046-2,2022-05-20,0.01
J01-9046-2,2022-05-21,0.009
J01-9046-2,2022-05-22,0.01
J01-9046-2,2022-05-23,0.011
J01-9046-2,2022-05-24,0.01
J01-9046-2,2022-05-25,0.01
J01-9046-2,2022-05-26,0.013
J01-9046-2,2022-05-27,0.008
J01-9046-2,2022-05-28,0.007
J01-9046-2,2022-05-29,0.012
J01-9046-2,2022-05-30,0.009
J01-9046-2,2022-05-31,0.011
J01-9046-2,2022-06-01,0.007
J01-9046-2,2022-06-02,0.011
J01-9046-2,2022-06-03,0.009
J01-9046-2,2022-06-04,0.01
J01-9046-2,2022-06-05,0.009
J01-9046-2,2022-06-06,0.01
J01-9046-2,2022-06-07,0.011
J01-9046-2,2022-06-08,0.011
J01-9046-2,2022-06-09,0.008
J01-9046-2,2022-06-10,0.007
J01-9046-2,2022-06-11,0.006
J01-9046-2,2022-06-12,0.009
J01-9046-2,2022-06-13,0.009
J01-9046-2,2022-06-14,0.006
J01-9046-2,2022-06-15,0.012
J01-9046-2,2022-06-16,0.008
J01-9046-2,2022-06-17,0.008
J01-9046-2,2022-06-18,0.006
J01-9046-2,2022-06-19,0.004
J01-9046-2,2022-06-20,0.004
J01-9046-2,2022-06-21,0.008
J01-9046-2,2022-06-22,0.011
J01-9046-2,2022-06-23,0.005
J01-9046-2,2022-06-24,0.004
J01-9046-2,2022-06-25,0.003
J01-9046-2,2022-06-26,0.006
J01-9046-2,2022-06-27,0.005
J01-9046-2,2022-06-28,0.009
J01-9046-2,2022-06-29,0.009
J01-9046-2,2022-06-30,1.08
J01-9046-2,2022-07-01,0.007
J01-9046-2,2022-07-02,0.008
J01-9046-2,2022-07-03,0.013
J01-9046-2,2022-07-04,0.008
J01-9046-2,2022-07-05,0.008
J01-9046-2,2022-07-06,0.006
J01-9046-2,2022-07-07,0.01
J01-9046-2,2022-07-08,0.007
J01-9046-2,2022-07-09,0.006
J01-9046-2,2022-07-10,0.008
J01-9046-2,2022-07-11,0.006
J01-9046-2,2022-07-12,0.01
J01-9046-2,2022-07-13,0.006
J01-9046-2,2022-07-14,0.014
J01-9046-2,2022-07-15,0.007
J01-9046-2,2022-07-16,0.008
J01-9046-2,2022-07-17,0.011
J01-9046-2,2022-07-18,0.007
J01-9046-2,2022-07-19,0.005
J01-9046-2,2022-07-20,0.007
J01-9046-2,2022-07-21,0.007
J01-9046-2,2022-07-22,0.007
J01-9046-2,2022-07-23,0.008
J01-9046-2,2022-07-24,0.01
J01-9046-2,2022-07-25,0.011
J01-9046-2,2022-07-26,0.008
J01-9046-2,2022-07-27,0.006
J01-9046-2,2022-07-28,0.007
J01-9046-2,2022-07-29,0.007
J01-9046-2,2022-07-30,0.008
J01-9046-2,2022-07-31,0.009
J01-9046-2,2022-08-01,0.009
J01-9046-2,2022-08-02,0.006
J01-9046-2,2022-08-03,0.008
J01-9046-2,2022-08-04,0.007
J01-9046-2,2022-08-05,0.006
J01-9046-2,2022-08-06,0.004
J01-9046-2,2022-08-07,0.004
J01-9046-2,2022-08-08,0.008
J01-9046-2,2022-08-09,0.006
J01-9046-2,2022-08-10,0.006
J01-9046-2,2022-08-11,0.006
J01-9046-2,2022-08-12,0.005
J01-9046-2,2022-08-13,0.004
J01-9046-2,2022-08-14,0.007
J01-9046-2,2022-08-15,0.005
J01-9046-2,2022-08-16,0.008
J01-9046-2,2022-08-17,0.006
J01-9046-2,2022-08-18,0.006
J01-9046-2,2022-08-19,0.008
J01-9046-2,2022-08-20,0.01
J01-9046-2,2022-08-21,0.008
J01-9046-2,2022-08-22,0.007
J01-9046-2,2022-08-23,0.007
J01-9046-2,2022-08-24,0.01
J01-9046-2,2022-08-25,0.007
J01-9046-2,2022-08-26,0.007
J01-9046-2,2022-08-27,0.009
J01-9046-2,2022-08-28,0.008
J01-9046-2,2022-08-29,0.006
J01-9046-2,2022-08-30,0.005
J01-9046-2,2022-08-31,0.005
J01-9046-2,2022-09-01,0.005
J01-9046-2,2022-09-02,0.006
J01-9046-2,2022-09-03,0.014
J01-9046-2,2022-09-04,0.008
J01-9046-2,2022-09-05,0.008
J01-9046-2,2022-09-06,0.006
J01-9046-2,2022-09-07,0.005
J01-9046-2,2022-09-08,0.007
J01-9046-2,2022-09-09,0.039
J01-9046-2,2022-09-10,0.011
J01-9046-2,2022-09-11,0.022
J01-9046-2,2022-09-12,0.007
J01-9046-2,2022-09-13,0.008
J01-9046-2,2022-09-14,0.01
J01-9046-2,2022-09-15,0.005
J01-9046-2,2022-09-16,0.005
J01-9046-2,2022-09-17,0.007
J01-9046-2,2022-09-18,0.006
J01-9046-2,2022-09-19,0.006
J01-9046-2,2022-09-20,0.008
J01-9046-2,2022-09-21,0.005
J01-9046-2,2022-09-22,0.005
J01-9046-2,2022-09-23,0.006
J01-9046-2,2022-09-24,0.004
J01-9046-2,2022-09-25,0.002
J01-9046-2,2022-09-26,0.005
J01-9046-2,2022-09-27,0.005
J01-9046-2,2022-09-28,0.006
J01-9046-2,2022-09-29,0.009
J01-9046-2,2022-09-30,0.009
J01-9046-2,2022-10-01,0.006
J01-9066-1,2021-11-05,0
J01-9066-1,2021-11-07,0
J01-9066-1,2021-11-08,0
J01-9066-1,2021-11-09,0
J01-9066-1,2021-11-10,0
J01-9066-1,2021-11-11,0.001
J01-9066-1,2021-11-12,0.001
J01-9066-1,2021-11-13,0
J01-9066-1,2021-11-14,0
J01-9066-1,2021-11-15,0
J01-9066-1,2021-11-16,0.003
J01-9066-1,2021-11-17,0.082
J01-9066-1,2021-11-18,0.413
J01-9066-1,2021-11-19,0.448
J01-9066-1,2021-11-20,0.021
J01-9066-1,2021-11-21,0
J01-9066-1,2021-11-22,0.002
J01-9066-1,2021-11-23,0.004
J01-9066-1,2021-11-24,0.001
J01-9066-1,2021-11-25,0.001
J01-9066-1,2021-11-26,0
J01-9066-1,2021-11-27,0
J01-9066-1,2021-11-28,0
J01-9066-1,2021-11-29,0
J01-9066-1,2021-11-30,0.001
J01-9066-1,2021-12-01,0.001
J01-9066-1,2021-12-02,0.001
J01-9066-1,2021-12-03,0.001
J01-9066-1,2021-12-04,0.001
J01-9066-1,2021-12-05,0.001
J01-9066-1,2021-12-06,0.002
J01-9066-1,2021-12-07,0.001
J01-9066-1,2021-12-08,0.002
J01-9066-1,2021-12-09,0.019
J01-9066-1,2021-12-10,0.001
J01-9066-1,2021-12-11,0
J01-9066-1,2021-12-12,0
J01-9066-1,2021-12-13,0.001
J01-9066-1,2021-12-14,3.72
J01-9066-1,2021-12-16,0.001
J01-9066-1,2021-12-18,0
J01-9066-1,2022-01-03,0
J01-9066-1,2022-01-04,0
J01-9066-1,2022-01-05,0
J01-9066-1,2022-01-07,0
J01-9066-1,2022-01-08,0
J01-9066-1,2022-01-09,0
J01-9066-1,2022-01-10,0
J01-9066-1,2022-01-11,0
J01-9066-1,2022-01-12,0
J01-9066-1,2022-01-13,0
J01-9066-1,2022-01-14,0
J01-9066-1,2022-01-15,0
J01-9066-1,2022-01-16,0
J01-9066-1,2022-01-17,0
J01-9066-1,2022-01-18,0
J01-9066-1,2022-01-19,0
J01-9066-1,2022-01-20,0
J01-9066-1,2022-01-21,0
J01-9066-1,2022-01-22,0
J01-9066-1,2022-01-23,0
J01-9066-1,2022-01-24,0
J01-9066-1,2022-01-25,0
J01-9066-1,2022-01-26,0.003
J01-9066-1,2022-01-27,0.003
J01-9066-1,2022-01-28,0.002
J01-9066-1,2022-01-29,0.001
J01-9066-1,2022-01-30,0.001
J01-9066-1,2022-01-31,0.001
J01-9066-1,2022-02-01,0.003
J01-9066-1,2022-02-02,0.011
J01-9066-1,2022-02-03,0.004
J01-9066-1,2022-02-04,0.004
J01-9066-1,2022-02-05,0.003
J01-9066-1,2022-02-06,0.004
J01-9066-1,2022-02-07,0.004
J01-9066-1,2022-02-08,0.004
J01-9066-1,2022-02-09,1.91
J01-9066-1,2022-02-10,0
J01-9066-1,2022-02-11,0
J01-9066-1,2022-02-12,0
J01-9066-1,2022-02-13,0
J01-9066-1,2022-02-14,0
J01-9066-1,2022-02-15,0
J01-9066-1,2022-02-16,0
J01-9066-1,2022-02-17,0
J01-9066-1,2022-02-18,0
J01-9066-1,2022-02-19,0
J01-9066-1,2022-02-20,0
J01-9066-1,2022-02-21,0
J01-9066-1,2022-02-22,0
J01-9066-1,2022-02-23,0
J01-9066-1,2022-02-24,0
J01-9066-1,2022-02-25,0
J01-9066-1,2022-02-26,0
J01-9066-1,2022-02-27,0
J01-9066-1,2022-02-28,0
J01-9066-1,2022-03-01,0
J01-9066-1,2022-03-02,0
J01-9066-1,2022-03-03,0
J01-9066-1,2022-03-04,0
J01-9066-1,2022-03-05,0
J01-9066-1,2022-03-06,0
J01-9066-1,2022-03-07,0.583
J01-9066-1,2022-03-08,1.23
J01-9066-1,2022-03-09,0
J01-9066-1,2022-03-10,0
J01-9066-1,2022-03-11,0
J01-9066-1,2022-03-12,0
J01-9066-1,2022-03-13,0
J01-9066-1,2022-03-14,0
J01-9066-1,2022-03-15,0
J01-9066-1,2022-03-16,0
J01-9066-1,2022-03-17,0
J01-9066-1,2022-03-18,0
J01-9066-1,2022-03-19,0
J01-9066-1,2022-03-20,0
J01-9066-1,2022-03-21,0
J01-9066-1,2022-03-22,0
J01-9066-1,2022-03-23,0
J01-9066-1,2022-03-24,0
J01-9066-1,2022-03-25,0
J01-9066-1,2022-03-26,0
J01-9066-1,2022-03-27,0
J01-9066-1,2022-03-28,0.409
J01-9066-1,2022-03-29,0
J01-9066-1,2022-03-30,0
J01-9066-1,2022-03-31,0
J01-9066-1,2022-04-01,0
J01-9066-1,2022-04-02,0
J01-9066-1,2022-04-03,0
J01-9066-1,2022-04-04,0
J01-9066-1,2022-04-05,0
J01-9066-1,2022-04-06,0
J01-9066-1,2022-04-07,0
J01-9066-1,2022-04-08,0
J01-9066-1,2022-04-09,0
J01-9066-1,2022-04-10,0
J01-9066-1,2022-04-11,0
J01-9066-1,2022-04-12,0
J01-9066-1,2022-04-13,0
J01-9066-1,2022-04-14,0
J01-9066-1,2022-04-15,0
J01-9066-1,2022-04-16,0
J01-9066-1,2022-04-17,0
J01-9066-1,2022-04-18,0
J01-9066-1,2022-04-19,0
J01-9066-1,2022-04-20,0
J01-9066-1,2022-04-21,0
J01-9066-1,2022-04-22,0.05
J01-9066-1,2022-04-23,0
J01-9066-1,2022-04-24,0
J01-9066-1,2022-04-25,0
J01-9066-1,2022-04-26,0
J01-9066-1,2022-04-27,0
J01-9066-1,2022-04-28,0
J01-9066-1,2022-04-29,0
J01-9066-1,2022-04-30,0
J01-9066-1,2022-05-01,0
J01-9066-1,2022-05-02,0
J01-9066-1,2022-05-03,0
J01-9066-1,2022-05-04,0
J01-9066-1,2022-05-05,0
J01-9066-1,2022-05-06,0
J01-9066-1,2022-05-07,0
J01-9066-1,2022-05-08,0
J01-9066-1,2022-05-09,0
J01-9066-1,2022-05-10,0
J01-9066-1,2022-05-11,12.5
J01-9066-1,2022-05-12,38.3
J01-9066-1,2022-05-13,0
J01-9066-1,2022-05-14,0
J01-9066-1,2022-05-15,0
J01-9066-1,2022-05-16,0
J01-9066-1,2022-05-17,0
J01-9066-1,2022-05-18,0
J01-9066-1,2022-05-19,0
J01-9066-1,2022-05-20,0
J01-9066-1,2022-05-21,0
J01-9066-1,2022-05-22,0
J01-9066-1,2022-05-23,0
J01-9066-1,2022-05-24,0
J01-9066-1,2022-05-25,0
J01-9066-1,2022-05-26,0
J01-9066-1,2022-05-27,0
J01-9066-1,2022-05-28,0
J01-9066-1,2022-05-29,0
J01-9066-1,2022-05-30,0
J01-9066-1,2022-05-31,3.01
J01-9066-1,2022-06-01,0
J01-9066-1,2022-06-02,0
J01-9066-1,2022-06-03,0
J01-9066-1,2022-06-04,0
J01-9066-1,2022-06-05,10.2
J01-9066-1,2022-06-06,0.823
J01-9066-1,2022-06-07,0
J01-9066-1,2022-06-08,0
J01-9066-1,2022-06-09,0
J01-9066-1,2022-06-10,0
J01-9066-1,2022-06-11,0
J01-9066-1,2022-06-12,0
J01-9066-1,2022-06-13,0
J01-9066-1,2022-06-14,0
J01-9066-1,2022-06-15,0
J01-9066-1,2022-06-16,2.11
J01-9066-1,2022-06-17,0
J01-9066-1,2022-06-18,0
J01-9066-1,2022-06-19,0
J01-9066-1,2022-06-20,20.5
J01-9066-1,2022-06-21,14.6
J01-9066-1,2022-06-22,20.1
J01-9066-1,2022-06-23,0
J01-9066-1,2022-06-24,0
J01-9066-1,2022-06-25,0
J01-9066-1,2022-06-26,40.8
J01-9066-1,2022-06-27,0
J01-9066-1,2022-06-28,22.6
J01-9066-1,2022-06-29,2.29
J01-9066-1,2022-06-30,0
J01-9066-1,2022-07-01,0
J01-9066-1,2022-07-02,0.001
J01-9066-1,2022-07-03,0.003
J01-9066-1,2022-07-04,0.002
J01-9066-1,2022-07-05,0.006
J01-9066-1,2022-07-06,0.004
J01-9066-1,2022-07-07,0.006
J01-9066-1,2022-07-08,0.006
J01-9066-1,2022-07-09,0.007
J01-9066-1,2022-07-10,0.005
J01-9066-1,2022-07-11,0.022
J01-9066-1,2022-07-12,0.024
J01-9066-1,2022-07-13,0.067
J01-9066-1,2022-07-14,0.039
J01-9066-1,2022-07-15,0.047
J01-9066-1,2022-07-16,0.01
J01-9066-1,2022-07-17,0.016
J01-9066-1,2022-07-18,0.01
J01-9066-1,2022-07-19,0.009
J01-9066-1,2022-07-20,0.008
J01-9066-1,2022-07-21,0.009
J01-9066-1,2022-07-22,0.007
J01-9066-1,2022-07-23,0.004
J01-9066-1,2022-07-24,0.003
J01-9066-1,2022-07-25,0.006
J01-9066-1,2022-07-26,0.005
J01-9066-1,2022-07-27,0.005
J01-9066-1,2022-07-28,0.003
J01-9066-1,2022-07-29,0.004
J01-9066-1,2022-07-30,0.005
J01-9066-1,2022-07-31,0.01
J01-9066-1,2022-08-01,0.004
J01-9066-1,2022-08-02,0.004
J01-9066-1,2022-08-03,0.004
J01-9066-1,2022-08-04,0.004
J01-9066-1,2022-08-05,0.006
J01-9066-1,2022-08-06,0.011
J01-9066-1,2022-08-07,0.001
J01-9066-1,2022-08-08,0.007
J01-9066-1,2022-08-09,0.012
J01-9066-1,2022-08-10,0.005
J01-9066-1,2022-08-11,0.005
J01-9066-1,2022-08-12,0.005
J01-9066-1,2022-08-13,0.004
J01-9066-1,2022-08-14,0.002
J01-9066-1,2022-08-15,0.006
J01-9066-1,2022-08-16,0.004
J01-9066-1,2022-08-17,0.004
J01-9066-1,2022-08-18,0.003
J01-9066-1,2022-08-19,0.005
J01-9066-1,2022-08-20,0.005
J01-9066-1,2022-08-21,0.002
J01-9066-1,2022-08-22,0.005
J01-9066-1,2022-08-23,0.006
J01-9066-1,2022-08-24,0.004
J01-9066-1,2022-08-25,0.003
J01-9066-1,2022-08-26,0.004
J01-9066-1,2022-08-27,0.003
J01-9066-1,2022-08-28,0.002
J01-9066-1,2022-08-29,0.003
J01-9066-1,2022-08-30,0.007
J01-9066-1,2022-08-31,0.002
J01-9066-1,2022-09-01,0.002
J01-9066-1,2022-09-02,0.003
J01-9066-1,2022-09-03,0.002
J01-9066-1,2022-09-04,0.001
J01-9066-1,2022-09-05,0.003
J01-9066-1,2022-09-06,0.003
J01-9066-1,2022-09-07,0.002
J01-9066-1,2022-09-08,0.003
J01-9066-1,2022-09-09,0.054
J01-9066-1,2022-09-10,0.005
J01-9066-1,2022-09-11,0.002
J01-9066-1,2022-09-12,0.003
J01-9066-1,2022-09-13,0.003
J01-9066-1,2022-09-14,0.001
J01-9066-1,2022-09-15,0.004
J01-9066-1,2022-09-16,0.003
J01-9066-1,2022-09-17,0.002
J01-9066-1,2022-09-18,0.002
J01-9066-1,2022-09-19,0.005
J01-9066-1,2022-09-20,0.005
J01-9066-1,2022-09-21,0.005
J01-9066-1,2022-09-22,0.005
J01-9066-1,2022-09-23,0.006
J01-9066-1,2022-09-24,0.005
J01-9066-1,2022-09-25,0.006
J01-9066-1,2022-09-26,0.01
J01-9066-1,2022-09-27,0.009
J01-9066-1,2022-09-28,0.01
J01-9066-1,2022-09-29,0.017
J01-9066-1,2022-09-30,0.269
J01-9066-1,2022-10-01,0.302
J01-9066-2,2021-10-01,0.31
J01-9066-2,2021-10-02,0.043
J01-9066-2,2021-10-03,0.264
J01-9066-2,2021-10-04,353
J01-9066-2,2021-10-05,82.1
J01-9066-2,2021-10-06,0.003
J01-9066-2,2021-10-07,4.11
J01-9066-2,2021-10-08,252
J01-9066-2,2021-10-09,0.004
J01-9066-2,2021-10-10,0.03
J01-9066-2,2021-10-11,0
J01-9066-2,2021-10-12,1.2
J01-9066-2,2021-10-13,0.035
J01-9066-2,2021-10-14,0.038
J01-9066-2,2021-10-15,0.4
J01-9066-2,2021-10-16,0.181
J01-9066-2,2021-10-17,0.02
J01-9066-2,2021-10-18,0
J01-9066-2,2021-10-19,0
J01-9066-2,2021-10-20,0.002
J01-9066-2,2021-10-21,0.076
J01-9066-2,2021-10-22,0.018
J01-9066-2,2021-10-23,0.266
J01-9066-2,2021-10-24,0.004
J01-9066-2,2021-10-25,585
J01-9066-2,2021-10-26,0.021
J01-9066-2,2021-10-27,0.056
J01-9066-2,2021-10-28,0.007
J01-9066-2,2021-10-29,0.197
J01-9066-2,2021-10-30,0.006
J01-9066-2,2021-10-31,0
J01-9066-2,2021-11-01,0.003
J01-9066-2,2021-11-02,0.003
J01-9066-2,2021-11-03,0.053
J01-9066-2,2021-11-04,0.012
J01-9066-2,2021-11-05,0.035
J01-9066-2,2021-11-07,0.005
J01-9066-2,2021-11-08,0.062
J01-9066-2,2021-11-09,0.123
J01-9066-2,2021-11-10,0.017
J01-9066-2,2021-11-11,0.146
J01-9066-2,2021-11-12,0.318
J01-9066-2,2021-11-13,0.068
J01-9066-2,2021-11-14,0.008
J01-9066-2,2021-11-15,0.012
J01-9066-2,2021-11-16,0.021
J01-9066-2,2021-11-17,0.004
J01-9066-2,2021-11-18,0.01
J01-9066-2,2021-11-19,0.016
J01-9066-2,2021-11-20,0
J01-9066-2,2021-11-21,0.718
J01-9066-2,2021-11-22,0.006
J01-9066-2,2021-11-23,0.086
J01-9066-2,2021-11-24,0.341
J01-9066-2,2021-11-25,1.44
J01-9066-2,2021-11-26,0.483
J01-9066-2,2021-11-27,0.87
J01-9066-2,2021-11-28,0.089
J01-9066-2,2021-11-29,0.165
J01-9066-2,2021-11-30,0.055
J01-9066-2,2021-12-01,0.058
J01-9066-2,2021-12-02,0.035
J01-9066-2,2021-12-03,0.016
J01-9066-2,2021-12-04,0.006
J01-9066-2,2021-12-05,0
J01-9066-2,2021-12-06,0.046
J01-9066-2,2021-12-07,0.034
J01-9066-2,2021-12-08,0.044
J01-9066-2,2021-12-09,36.5
J01-9066-2,2021-12-10,0.02
J01-9066-2,2021-12-11,0.028
J01-9066-2,2021-12-12,0.026
J01-9066-2,2021-12-13,0.082
J01-9066-2,2021-12-14,7380
J01-9066-2,2021-12-15,1.36
J01-9066-2,2021-12-16,2.61
J01-9066-2,2021-12-17,1.23
J01-9066-2,2021-12-18,0.18
J01-9066-2,2021-12-19,0.272
J01-9066-2,2021-12-20,0.043
J01-9066-2,2021-12-21,0.027
J01-9066-2,2021-12-22,0.093
J01-9066-2,2021-12-23,2300
J01-9066-2,2021-12-24,1400
J01-9066-2,2021-12-25,105
J01-9066-2,2021-12-26,1090
J01-9066-2,2021-12-27,212
J01-9066-2,2021-12-28,0.735
J01-9066-2,2021-12-29,411
J01-9066-2,2021-12-30,662
J01-9066-2,2021-12-31,1.99
J01-9066-2,2022-01-01,0.204
J01-9066-2,2022-01-02,0.07
J01-9066-2,2022-01-03,0.089
J01-9066-2,2022-01-04,0.056
J01-9066-2,2022-01-05,0.186
J01-9066-2,2022-01-06,0.075
J01-9066-2,2022-01-07,0.037
J01-9066-2,2022-01-08,0.115
J01-9066-2,2022-01-09,0.116
J01-9066-2,2022-01-10,0.028
J01-9066-2,2022-01-11,0.039
J01-9066-2,2022-01-12,0.117
J01-9066-2,2022-01-13,0.087
J01-9066-2,2022-01-14,0.316
J01-9066-2,2022-01-15,0.952
J01-9066-2,2022-01-16,0.658
J01-9066-2,2022-01-17,0.827
J01-9066-2,2022-01-18,0.881
J01-9066-2,2022-01-19,0.476
J01-9066-2,2022-01-20,1.17
J01-9066-2,2022-01-21,1.54
J01-9066-2,2022-01-22,1.76
J01-9066-2,2022-01-23,1.24
J01-9066-2,2022-01-24,0.699
J01-9066-2,2022-01-25,0.021
